subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_115	 1	 1	 02	 1	 1	 2.016283e+00	 1127.jpg	 2149.jpg	 53	 54	 1	 y	 2	 0	 817.01	 0.21	 0.19	 3.334439e+00	 
MRI_faces_115	 1	 1	 02	 1	 2	 6.017084e+00	 1060.jpg	 1114.jpg	 44	 43	 1	 y	 2	 0	 871.18	 0.37	 0.37	 7.384104e+00	 
MRI_faces_115	 1	 1	 02	 1	 3	 1.301820e+01	 2149.jpg	 1060.jpg	 54	 44	 0	 y	 2	 1	 828.07	 0.19	 0.37	 1.434597e+01	 
MRI_faces_115	 1	 1	 02	 1	 4	 1.601874e+01	 1017.jpg	 1114.jpg	 50	 43	 1	 y	 2	 0	 1063.55	 0.22	 0.37	 1.757935e+01	 
MRI_faces_115	 1	 1	 02	 1	 5	 2.101257e+01	 1007.jpg	 2229.jpg	 11	 10	 0	 y	 1	 1	 961.69	 0.73	 0.76	 2.247939e+01	 
MRI_faces_115	 1	 1	 02	 1	 6	 3.101275e+01	 1210.jpg	 1191.jpg	 47	 49	 1	 b	 2	 1	 1133.52	 0.33	 0.22	 3.264628e+01	 
MRI_faces_115	 1	 1	 02	 1	 7	 3.401277e+01	 2010.jpg	 2039.jpg	 8	 13	 0	 y	 1	 1	 1028.49	 0.77	 0.71	 3.554629e+01	 
MRI_faces_115	 1	 1	 02	 1	 8	 3.701278e+01	 2118.jpg	 1216.jpg	 14	 18	 0	 b	 1	 0	 799.49	 0.71	 0.68	 3.831314e+01	 
MRI_faces_115	 1	 1	 02	 1	 9	 4.601302e+01	 1052.jpg	 2043.jpg	 16	 15	 0	 y	 1	 1	 1046.24	 0.70	 0.70	 4.756314e+01	 
MRI_faces_115	 1	 1	 02	 1	 10	 4.901292e+01	 1007.jpg	 2043.jpg	 11	 15	 0	 y	 1	 1	 663.35	 0.73	 0.70	 5.017979e+01	 
MRI_faces_115	 1	 1	 02	 1	 11	 5.901319e+01	 2010.jpg	 2043.jpg	 8	 15	 0	 y	 1	 1	 772.10	 0.77	 0.70	 6.028006e+01	 
MRI_faces_115	 1	 1	 02	 1	 12	 6.401318e+01	 1145.jpg	 1060.jpg	 48	 44	 0	 y	 2	 1	 982.10	 0.26	 0.37	 6.549670e+01	 
MRI_faces_115	 1	 1	 02	 1	 13	 6.901330e+01	 2149.jpg	 1210.jpg	 54	 47	 0	 b	 2	 0	 776.99	 0.19	 0.33	 7.029508e+01	 
MRI_faces_115	 1	 1	 02	 1	 14	 7.701332e+01	 1216.jpg	 1255.jpg	 18	 17	 1	 b	 1	 1	 847.96	 0.68	 0.69	 7.836352e+01	 
MRI_faces_115	 1	 1	 02	 1	 15	 8.401405e+01	 2041.jpg	 1017.jpg	 51	 50	 0	 b	 2	 0	 1196.21	 0.21	 0.22	 8.571443e+01	 
MRI_faces_115	 1	 1	 02	 1	 16	 8.801469e+01	 1080.jpg	 2039.jpg	 9	 13	 0	 y	 1	 1	 868.57	 0.76	 0.71	 8.938168e+01	 
MRI_faces_115	 1	 1	 02	 1	 17	 9.101527e+01	 1246.jpg	 1210.jpg	 46	 47	 0	 y	 2	 1	 941.02	 0.35	 0.33	 9.244898e+01	 
MRI_faces_115	 1	 1	 02	 1	 18	 9.601587e+01	 2153.jpg	 1080.jpg	 12	 9	 1	 b	 1	 1	 825.39	 0.72	 0.76	 9.733316e+01	 
MRI_faces_115	 1	 1	 02	 1	 19	 9.901660e+01	 1007.jpg	 2209.jpg	 11	 7	 0	 y	 1	 1	 923.67	 0.73	 0.83	 1.004337e+02	 
MRI_faces_115	 1	 1	 02	 1	 20	 1.070180e+02	 1191.jpg	 1127.jpg	 49	 53	 0	 b	 2	 0	 1073.21	 0.22	 0.21	 1.085850e+02	 
MRI_faces_115	 1	 1	 02	 1	 21	 1.130192e+02	 1145.jpg	 1210.jpg	 48	 47	 0	 y	 2	 1	 750.13	 0.26	 0.33	 1.142694e+02	 
MRI_faces_115	 1	 1	 02	 1	 22	 1.180138e+02	 1017.jpg	 1246.jpg	 50	 46	 1	 y	 2	 0	 726.50	 0.22	 0.35	 1.192369e+02	 
MRI_faces_115	 1	 1	 02	 1	 23	 1.230140e+02	 1246.jpg	 1183.jpg	 46	 45	 0	 y	 2	 1	 942.24	 0.35	 0.36	 1.244546e+02	 
MRI_faces_115	 1	 1	 02	 1	 24	 1.260157e+02	 1183.jpg	 1145.jpg	 45	 48	 1	 b	 2	 1	 785.61	 0.36	 0.26	 1.273050e+02	 
