trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0436,Water.avi,none,none,TRUE
18,17.0409,StopWatch.avi,none,none,TRUE
19,18.042,Discs.avi,none,none,TRUE
20,19.0421,Fan.avi,none,none,TRUE
21,20.0421,RecPlayer.avi,none,none,TRUE
22,21.042,Opener.avi,none,none,TRUE
23,22.0421,Tire.avi,none,none,TRUE
24,23.0421,Globe.avi,none,none,TRUE
25,24.042,Globe.avi,0.56624,b,TRUE
26,25.0421,Coffee.avi,none,none,TRUE
27,26.042,Flag.avi,none,none,TRUE
28,27.0421,Candle.avi,none,none,TRUE
29,28.0421,Candle.avi,0.58939,b,TRUE
30,29.042,Toilet.avi,none,none,TRUE
31,30.042,Tennis.avi,none,none,TRUE
32,31.042,Leaves.avi,none,none,TRUE
33,32.0488,RecPlayer.avi,none,none,TRUE
34,33.0681,StopWatch.avi,none,none,TRUE
35,34.0488,Globe.avi,none,none,TRUE
36,35.0477,Toilet.avi,none,none,TRUE
37,36.0489,Toilet.avi,0.55331,b,TRUE
38,37.0489,Opener.avi,none,none,TRUE
39,38.0488,Flag.avi,none,none,TRUE
40,39.0486,Tennis.avi,none,none,TRUE
41,40.0489,Tire.avi,none,none,TRUE
42,41.049,Candle.avi,none,none,TRUE
43,42.0489,Water.avi,none,none,TRUE
44,43.0488,Discs.avi,none,none,TRUE
45,44.0488,Fan.avi,none,none,TRUE
46,45.0489,Coffee.avi,none,none,TRUE
47,46.0488,Leaves.avi,none,none,TRUE
48,47.0478,Leaves.avi,0.5888,b,TRUE
49,48.0536,MVI_0931_new.avi,none,none,TRUE
50,49.0715,MVI_0930_new.avi,none,none,TRUE
51,50.071,MVI_0935_new.avi,none,none,TRUE
52,51.0551,MVI_0922_new.avi,none,none,TRUE
53,52.055,MVI_0937_new.avi,none,none,TRUE
54,53.055,MVI_0937_new.avi,0.54846,b,TRUE
55,54.055,MVI_0920_new.avi,none,none,TRUE
56,55.0551,MVI_0929_new.avi,none,none,TRUE
57,56.055,MVI_0921_new.avi,none,none,TRUE
58,57.0551,MVI_0921_new.avi,0.5852,b,TRUE
59,58.0549,MVI_0915_new.avi,none,none,TRUE
60,59.055,MVI_0919_new.avi,none,none,TRUE
61,60.0549,MVI_0936_new.avi,none,none,TRUE
62,61.0551,MVI_0932_new.avi,none,none,TRUE
63,62.055,MVI_0934_new.avi,none,none,TRUE
64,63.0551,MVI_0917_new.avi,none,none,TRUE
65,64.0597,MVI_0932_new.avi,none,none,TRUE
66,65.0804,MVI_0915_new.avi,none,none,TRUE
67,66.0611,MVI_0917_new.avi,none,none,TRUE
68,67.061,MVI_0917_new.avi,0.41495,b,TRUE
69,68.0605,MVI_0937_new.avi,none,none,TRUE
70,69.0611,MVI_0920_new.avi,none,none,TRUE
71,70.0611,MVI_0921_new.avi,none,none,TRUE
72,71.0611,MVI_0922_new.avi,none,none,TRUE
73,72.061,MVI_0922_new.avi,0.66341,b,TRUE
74,73.0611,MVI_0919_new.avi,none,none,TRUE
75,74.0611,MVI_0935_new.avi,none,none,TRUE
76,75.061,MVI_0931_new.avi,none,none,TRUE
77,76.0611,MVI_0929_new.avi,none,none,TRUE
78,77.0611,MVI_0934_new.avi,none,none,TRUE
79,78.061,MVI_0936_new.avi,none,none,TRUE
