trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0444,MVI_0915_new.avi,none,none,TRUE
18,17.0452,MVI_0936_new.avi,none,none,TRUE
19,18.0424,MVI_0932_new.avi,none,none,TRUE
20,19.0424,MVI_0932_new.avi,0.74928,b,TRUE
21,20.0424,MVI_0921_new.avi,none,none,TRUE
22,21.0424,MVI_0922_new.avi,none,none,TRUE
23,22.0423,MVI_0934_new.avi,none,none,TRUE
24,23.0424,MVI_0930_new.avi,none,none,TRUE
25,24.0424,MVI_0920_new.avi,none,none,TRUE
26,25.0424,MVI_0929_new.avi,none,none,TRUE
27,26.0423,MVI_0931_new.avi,none,none,TRUE
28,27.0424,MVI_0937_new.avi,none,none,TRUE
29,28.0424,MVI_0919_new.avi,none,none,TRUE
30,29.0423,MVI_0917_new.avi,none,none,TRUE
31,30.0424,MVI_0917_new.avi,0.63006,b,TRUE
32,31.0424,MVI_0935_new.avi,none,none,TRUE
33,32.0492,Discs.avi,none,none,TRUE
34,33.0707,Globe.avi,none,none,TRUE
35,34.0494,Tire.avi,none,none,TRUE
36,35.0494,Tennis.avi,none,none,TRUE
37,36.0494,Candle.avi,none,none,TRUE
38,37.0494,Candle.avi,0.61687,b,TRUE
39,38.0494,Flag.avi,none,none,TRUE
40,39.0493,Opener.avi,none,none,TRUE
41,40.0494,Toilet.avi,none,none,TRUE
42,41.0494,Fan.avi,none,none,TRUE
43,42.0494,Fan.avi,0.7843,b,TRUE
44,43.0494,Coffee.avi,none,none,TRUE
45,44.0494,Water.avi,none,none,TRUE
46,45.0494,Leaves.avi,none,none,TRUE
47,46.0495,StopWatch.avi,none,none,TRUE
48,47.0494,RecPlayer.avi,none,none,TRUE
49,48.0542,MVI_0932_new.avi,none,none,TRUE
50,49.0787,MVI_0915_new.avi,none,none,TRUE
51,50.0554,MVI_0920_new.avi,none,none,TRUE
52,51.0556,MVI_0934_new.avi,none,none,TRUE
53,52.0556,MVI_0917_new.avi,none,none,TRUE
54,53.0545,MVI_0936_new.avi,none,none,TRUE
55,54.0555,MVI_0930_new.avi,none,none,TRUE
56,55.0556,MVI_0930_new.avi,0.69781,b,TRUE
57,56.0549,MVI_0922_new.avi,none,none,TRUE
58,57.0555,MVI_0937_new.avi,none,none,TRUE
59,58.0556,MVI_0935_new.avi,none,none,TRUE
60,59.0556,MVI_0921_new.avi,none,none,TRUE
61,60.0555,MVI_0929_new.avi,none,none,TRUE
62,61.0551,MVI_0929_new.avi,0.78562,b,TRUE
63,62.0556,MVI_0919_new.avi,none,none,TRUE
64,63.0549,MVI_0931_new.avi,none,none,TRUE
65,64.0603,Candle.avi,none,none,TRUE
66,65.0826,Globe.avi,none,none,TRUE
67,66.0617,Leaves.avi,none,none,TRUE
68,67.0616,RecPlayer.avi,none,none,TRUE
69,68.0616,Water.avi,none,none,TRUE
70,69.0617,Water.avi,0.59628,b,TRUE
71,70.0616,StopWatch.avi,none,none,TRUE
72,71.0616,Flag.avi,none,none,TRUE
73,72.0617,Tire.avi,none,none,TRUE
74,73.0617,Opener.avi,none,none,TRUE
75,74.0617,Coffee.avi,none,none,TRUE
76,75.0616,Toilet.avi,none,none,TRUE
77,76.0616,Toilet.avi,0.55486,b,TRUE
78,77.0617,Discs.avi,none,none,TRUE
