subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_111	 1	 4	 2218.jpg	 1.241641e+02	 22	 1.048884e+03	 2200	 7.836843e+02	 98	 1.251808e+02	 783.33	 733.33	 44.00	 57	 0.35	 
MRI_faces_111	 1	 4	 2149.jpg	 1.291625e+02	 24	 999000	 240	 999000	 999	 1.301810e+02	 783.33	 733.33	 51.00	 49	 0.26	 
MRI_faces_111	 1	 4	 2164.jpg	 1.311477e+02	 24	 999000	 240	 999000	 999	 1.321643e+02	 783.33	 733.33	 56.00	 52	 0.20	 
MRI_faces_111	 1	 4	 2155.jpg	 1.341476e+02	 24	 999000	 240	 999000	 999	 1.351643e+02	 783.33	 733.33	 58.00	 51	 0.16	 
MRI_faces_111	 1	 4	 2209.jpg	 1.371477e+02	 24	 999000	 240	 999000	 999	 1.381645e+02	 783.33	 733.33	 43.00	 55	 0.35	 
MRI_faces_111	 1	 4	 1246.jpg	 1.441484e+02	 12	 999000	 120	 999000	 999	 1.451653e+02	 783.33	 733.33	 5.00	 28	 0.84	 
MRI_faces_111	 1	 4	 1031.jpg	 1.461488e+02	 12	 999000	 120	 999000	 999	 1.471657e+02	 783.33	 733.33	 11.00	 6	 0.72	 
MRI_faces_111	 1	 4	 2010.jpg	 1.501495e+02	 12	 999000	 120	 999000	 999	 1.511663e+02	 783.33	 733.33	 4.00	 32	 0.86	 
MRI_faces_111	 1	 4	 1052.jpg	 1.521500e+02	 11	 9.540594e+02	 110	 7.836484e+02	 98	 1.531666e+02	 800.00	 733.33	 15.00	 9	 0.65	 
MRI_faces_111	 1	 4	 2063.jpg	 1.571505e+02	 12	 999000	 120	 999000	 999	 1.581676e+02	 800.00	 733.33	 17.00	 41	 0.61	 
MRI_faces_111	 1	 4	 1050.jpg	 1.611514e+02	 12	 999000	 120	 999000	 999	 1.621682e+02	 800.00	 733.33	 3.00	 8	 0.90	 
MRI_faces_111	 1	 4	 1191.jpg	 1.631518e+02	 12	 999000	 120	 999000	 999	 1.641686e+02	 800.00	 733.33	 16.00	 21	 0.63	 
MRI_faces_111	 1	 4	 2089.jpg	 1.661523e+02	 12	 999000	 120	 999000	 999	 1.671691e+02	 800.00	 733.33	 21.00	 42	 0.60	 
MRI_faces_111	 1	 4	 2181.jpg	 1.691529e+02	 11	 1.023184e+03	 1100	 8.002680e+02	 98	 1.701697e+02	 750.00	 733.33	 13.00	 53	 0.71	 
MRI_faces_111	 1	 4	 1130.jpg	 1.731533e+02	 11	 9.667842e+02	 110	 7.502601e+02	 98	 1.741702e+02	 766.66	 733.33	 10.00	 15	 0.73	 
MRI_faces_111	 1	 4	 2110.jpg	 1.771542e+02	 22	 9.547991e+02	 220	 7.336206e+02	 98	 1.781710e+02	 766.66	 750.00	 53.00	 44	 0.25	 
MRI_faces_111	 1	 4	 1127.jpg	 1.811547e+02	 11	 9.243700e+02	 110	 7.669385e+02	 98	 1.821717e+02	 783.33	 750.00	 12.00	 14	 0.72	 
MRI_faces_111	 1	 4	 1202.jpg	 1.841555e+02	 12	 999000	 120	 999000	 999	 1.851724e+02	 783.33	 750.00	 9.00	 23	 0.76	 
MRI_faces_111	 1	 4	 1204.jpg	 1.871559e+02	 24	 999000	 240	 999000	 999	 1.881727e+02	 783.33	 750.00	 42.00	 24	 0.35	 
MRI_faces_111	 1	 4	 2248.jpg	 1.901566e+02	 12	 999000	 120	 999000	 999	 1.911733e+02	 783.33	 750.00	 6.00	 60	 0.82	 
MRI_faces_111	 1	 4	 2045.jpg	 1.921568e+02	 24	 999000	 240	 999000	 999	 1.931736e+02	 783.33	 750.00	 39.00	 38	 0.37	 
MRI_faces_111	 1	 4	 1150.jpg	 1.951573e+02	 24	 999000	 240	 999000	 999	 1.961741e+02	 783.33	 750.00	 55.00	 18	 0.23	 
MRI_faces_111	 1	 4	 2125.jpg	 1.971578e+02	 22	 9.892908e+02	 220	 7.503081e+02	 98	 1.981746e+02	 783.33	 766.66	 47.00	 47	 0.32	 
MRI_faces_111	 1	 4	 2058.jpg	 1.991580e+02	 24	 999000	 240	 999000	 999	 2.001749e+02	 783.33	 766.66	 54.00	 40	 0.25	 
MRI_faces_111	 1	 4	 2128.jpg	 2.011584e+02	 24	 999000	 240	 999000	 999	 2.021753e+02	 783.33	 766.66	 57.00	 48	 0.17	 
MRI_faces_111	 1	 4	 2153.jpg	 2.041590e+02	 12	 999000	 120	 999000	 999	 2.051758e+02	 783.33	 766.66	 14.00	 50	 0.66	 
MRI_faces_111	 1	 4	 1226.jpg	 2.081596e+02	 24	 999000	 240	 999000	 999	 2.091764e+02	 783.33	 766.66	 41.00	 27	 0.35	 
MRI_faces_111	 1	 4	 1255.jpg	 2.101600e+02	 12	 999000	 120	 999000	 999	 2.111769e+02	 783.33	 766.66	 19.00	 29	 0.60	 
MRI_faces_111	 1	 4	 1216.jpg	 2.121604e+02	 11	 1.018676e+03	 1100	 7.836105e+02	 98	 2.131772e+02	 733.33	 766.66	 7.00	 26	 0.79	 
MRI_faces_111	 1	 4	 2094.jpg	 2.161611e+02	 22	 9.449681e+02	 220	 7.669747e+02	 98	 2.171781e+02	 733.33	 783.33	 52.00	 43	 0.26	 
MRI_faces_111	 1	 4	 2240.jpg	 2.181614e+02	 22	 9.626756e+02	 220	 7.836064e+02	 98	 2.191783e+02	 733.33	 800.00	 45.00	 59	 0.34	 
MRI_faces_111	 1	 4	 1019.jpg	 2.201618e+02	 22	 9.892163e+02	 220	 8.002786e+02	 98	 2.211786e+02	 733.33	 816.66	 50.00	 4	 0.28	 
MRI_faces_111	 1	 4	 1073.jpg	 2.241625e+02	 24	 999000	 240	 999000	 999	 2.251793e+02	 733.33	 816.66	 40.00	 11	 0.36	 
MRI_faces_111	 1	 4	 1027.jpg	 2.281490e+02	 24	 999000	 240	 999000	 999	 2.291657e+02	 733.33	 816.66	 49.00	 5	 0.28	 
MRI_faces_111	 1	 4	 2015.jpg	 2.301491e+02	 11	 9.479622e+02	 110	 7.336000e+02	 98	 2.311656e+02	 750.00	 816.66	 18.00	 33	 0.61	 
MRI_faces_111	 1	 4	 2041.jpg	 2.321491e+02	 24	 999000	 240	 999000	 999	 2.331657e+02	 750.00	 816.66	 48.00	 36	 0.31	 
MRI_faces_111	 1	 4	 1173.jpg	 2.341491e+02	 24	 999000	 240	 999000	 999	 2.351658e+02	 750.00	 816.66	 46.00	 19	 0.34	 
MRI_faces_111	 1	 4	 1146.jpg	 2.361492e+02	 12	 999000	 120	 999000	 999	 2.371660e+02	 750.00	 816.66	 22.00	 17	 0.59	 
MRI_faces_111	 1	 4	 1035.jpg	 2.421492e+02	 12	 999000	 120	 999000	 999	 2.431659e+02	 750.00	 816.66	 8.00	 7	 0.77	 
MRI_faces_111	 1	 4	 2118.jpg	 2.441493e+02	 12	 999000	 120	 999000	 999	 2.451662e+02	 750.00	 816.66	 20.00	 46	 0.60	 
