subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_105	 1	 5	 1192.jpg	 2.396770e+00	 12	 999000	 120	 999000	 999	 3.414176e+00	 683.34	 750.00	 5.00	 22	 0.82	 
MRI_faces_105	 1	 5	 2089.jpg	 6.397308e+00	 22	 1.090565e+03	 2200	 7.517916e+02	 98	 7.414016e+00	 683.34	 700.00	 50.00	 42	 0.27	 
MRI_faces_105	 1	 5	 2181.jpg	 8.397545e+00	 12	 999000	 120	 999000	 999	 9.415279e+00	 683.34	 700.00	 6.00	 53	 0.82	 
MRI_faces_105	 1	 5	 1019.jpg	 1.339851e+01	 22	 1.052352e+03	 2200	 7.002756e+02	 98	 1.441535e+01	 683.34	 650.00	 47.00	 4	 0.28	 
MRI_faces_105	 1	 5	 2112.jpg	 1.539885e+01	 22	 9.160347e+02	 220	 6.502902e+02	 98	 1.641576e+01	 683.34	 666.67	 53.00	 45	 0.23	 
MRI_faces_105	 1	 5	 1146.jpg	 1.739923e+01	 24	 999000	 240	 999000	 999	 1.841606e+01	 683.34	 666.67	 43.00	 17	 0.39	 
MRI_faces_105	 1	 5	 1204.jpg	 2.139994e+01	 24	 999000	 240	 999000	 999	 2.241673e+01	 683.34	 666.67	 54.00	 24	 0.20	 
MRI_faces_105	 1	 5	 1226.jpg	 2.340023e+01	 12	 999000	 120	 999000	 999	 2.441708e+01	 683.34	 666.67	 17.00	 27	 0.68	 
MRI_faces_105	 1	 5	 2024.jpg	 2.540056e+01	 22	 9.303100e+02	 220	 6.669341e+02	 98	 2.641748e+01	 683.34	 683.33	 44.00	 34	 0.38	 
MRI_faces_105	 1	 5	 2094.jpg	 2.840120e+01	 11	 8.846697e+02	 110	 6.850737e+02	 98	 2.941802e+01	 700.01	 683.33	 13.00	 43	 0.71	 
MRI_faces_105	 1	 5	 1127.jpg	 3.040155e+01	 11	 9.293326e+02	 110	 7.003215e+02	 98	 3.141836e+01	 716.67	 683.33	 10.00	 14	 0.75	 
MRI_faces_105	 1	 5	 2039.jpg	 3.440216e+01	 22	 9.067189e+02	 220	 6.835863e+02	 98	 3.541902e+01	 716.67	 700.00	 52.00	 35	 0.23	 
MRI_faces_105	 1	 5	 2010.jpg	 4.040328e+01	 24	 999000	 240	 999000	 999	 4.142003e+01	 716.67	 700.00	 41.00	 32	 0.40	 
MRI_faces_105	 1	 5	 2240.jpg	 4.339701e+01	 11	 9.118612e+02	 110	 7.169272e+02	 98	 4.441361e+01	 733.34	 700.00	 18.00	 59	 0.67	 
MRI_faces_105	 1	 5	 2045.jpg	 4.539710e+01	 24	 999000	 240	 999000	 999	 4.641389e+01	 733.34	 700.00	 56.00	 38	 0.18	 
MRI_faces_105	 1	 5	 1060.jpg	 4.739703e+01	 24	 999000	 240	 999000	 999	 4.841374e+01	 733.34	 700.00	 49.00	 10	 0.28	 
MRI_faces_105	 1	 5	 2110.jpg	 4.939714e+01	 24	 999000	 240	 999000	 999	 5.041379e+01	 733.34	 700.00	 58.00	 44	 0.13	 
MRI_faces_105	 1	 5	 1255.jpg	 5.139714e+01	 12	 999000	 120	 999000	 999	 5.241378e+01	 733.34	 700.00	 20.00	 29	 0.65	 
MRI_faces_105	 1	 5	 1210.jpg	 5.439726e+01	 12	 999000	 120	 999000	 999	 5.541383e+01	 733.34	 700.00	 21.00	 25	 0.63	 
MRI_faces_105	 1	 5	 1216.jpg	 5.839721e+01	 11	 8.946883e+02	 110	 7.336143e+02	 98	 5.941396e+01	 750.01	 700.00	 12.00	 26	 0.71	 
MRI_faces_105	 1	 5	 1073.jpg	 6.139723e+01	 12	 999000	 120	 999000	 999	 6.241399e+01	 750.01	 700.00	 4.00	 11	 0.83	 
MRI_faces_105	 1	 5	 2153.jpg	 6.539736e+01	 24	 999000	 240	 999000	 999	 6.641402e+01	 750.01	 700.00	 46.00	 50	 0.30	 
MRI_faces_105	 1	 5	 2194.jpg	 7.039744e+01	 24	 999000	 240	 999000	 999	 7.141406e+01	 750.01	 700.00	 40.00	 54	 0.41	 
MRI_faces_105	 1	 5	 2058.jpg	 7.439755e+01	 24	 999000	 240	 999000	 999	 7.541419e+01	 750.01	 700.00	 55.00	 40	 0.19	 
