subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_105	 1	 8	 2218.jpg	 1.241508e+02	 11	 9.891133e+02	 110	 7.837367e+02	 98	 1.251677e+02	 800.01	 783.33	 15.00	 57	 0.70	 
MRI_faces_105	 1	 8	 1019.jpg	 1.271514e+02	 22	 1.007533e+03	 2200	 7.836054e+02	 98	 1.281699e+02	 800.01	 733.33	 47.00	 4	 0.28	 
MRI_faces_105	 1	 8	 1145.jpg	 1.311438e+02	 24	 999000	 240	 999000	 999	 1.321605e+02	 800.01	 733.33	 42.00	 16	 0.40	 
MRI_faces_105	 1	 8	 1017.jpg	 1.341439e+02	 22	 9.371077e+02	 220	 7.335920e+02	 98	 1.351605e+02	 800.01	 750.00	 45.00	 3	 0.36	 
MRI_faces_105	 1	 8	 1192.jpg	 1.381439e+02	 12	 999000	 120	 999000	 999	 1.391606e+02	 800.01	 750.00	 5.00	 22	 0.82	 
MRI_faces_105	 1	 8	 1262.jpg	 1.411440e+02	 12	 999000	 120	 999000	 999	 1.421607e+02	 800.01	 750.00	 9.00	 30	 0.75	 
MRI_faces_105	 1	 8	 1060.jpg	 1.431442e+02	 24	 999000	 240	 999000	 999	 1.441607e+02	 800.01	 750.00	 49.00	 10	 0.28	 
MRI_faces_105	 1	 8	 2118.jpg	 1.461441e+02	 12	 999000	 120	 999000	 999	 1.471607e+02	 800.01	 750.00	 8.00	 46	 0.76	 
MRI_faces_105	 1	 8	 2024.jpg	 1.491442e+02	 22	 9.927508e+02	 220	 7.502984e+02	 98	 1.501609e+02	 800.01	 766.66	 44.00	 34	 0.38	 
MRI_faces_105	 1	 8	 2164.jpg	 1.541441e+02	 12	 999000	 120	 999000	 999	 1.551609e+02	 800.01	 766.66	 19.00	 52	 0.66	 
MRI_faces_105	 1	 8	 2089.jpg	 1.561442e+02	 22	 9.997657e+02	 220	 7.669642e+02	 98	 1.571609e+02	 800.01	 783.33	 50.00	 42	 0.27	 
MRI_faces_105	 1	 8	 1035.jpg	 1.581443e+02	 12	 999000	 120	 999000	 999	 1.591608e+02	 800.01	 783.33	 3.00	 7	 0.85	 
MRI_faces_105	 1	 8	 2039.jpg	 1.621443e+02	 22	 1.027609e+03	 2200	 7.836756e+02	 98	 1.631609e+02	 800.01	 733.33	 52.00	 35	 0.23	 
