subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_148	1	2	1	1	1	2.024822	2212.jpg	1027.jpg	14	18	1	b	1	1	1092.12	0.74	0.69	3.613403	2.024822	1.09212
MRI_faces_148	1	2	1	1	2	6.02488	1204.jpg	2058.jpg	52	54	0	y	2	1	1190.1	0.24	0.22	7.713019	6.02488	1.1901
MRI_faces_148	1	2	1	1	3	13.02503	1035.jpg	2112.jpg	7	8	0	y	1	1	1006.89	0.82	0.82	14.53089	13.02503	1.00689
MRI_faces_148	1	2	1	1	4	16.02492	1031.jpg	1050.jpg	13	17	0	y	1	1	1215.04	0.76	0.71	17.74175	16.02492	1.21504
MRI_faces_148	1	2	1	1	5	21.02507	2024.jpg	1183.jpg	43	53	1	y	2	0	1256.88	0.32	0.24	22.78239	21.02507	1.25688
MRI_faces_148	1	2	1	1	6	31.02515	2218.jpg	2181.jpg	55	6	0	y	4	1	1041.79	0.19	0.84	32.5675	31.02515	1.04179
MRI_faces_148	1	2	1	1	7	34.02531	1050.jpg	1080.jpg	17	15	1	y	1	0	1073.63	0.71	0.73	35.60123	34.02531	1.07363
MRI_faces_148	1	2	1	1	8	37.02528	2006.jpg	2112.jpg	10	8	0	b	1	0	1212.68	0.81	0.82	38.73517	37.02528	1.21268
MRI_faces_148	1	2	1	1	9	46.02542	2212.jpg	1080.jpg	14	15	1	b	1	1	1203.53	0.74	0.73	47.72559	46.02542	1.20353
MRI_faces_148	1	2	1	1	10	49.02552	2041.jpg	1150.jpg	50	48	0	y	2	1	1389.41	0.24	0.27	50.90902	49.02552	1.38941
MRI_faces_148	1	2	1	1	11	59.02557	2045.jpg	2194.jpg	5	56	1	b	4	1	1175.39	0.84	0.18	60.69246	59.02557	1.17539
MRI_faces_148	1	2	1	1	12	64.02568	2024.jpg	1210.jpg	43	45	1	y	2	0	1435.26	0.32	0.3	65.95915	64.02568	1.43526
MRI_faces_148	1	2	1	1	13	69.02582	2041.jpg	2024.jpg	50	43	0	y	2	1	1463.13	0.24	0.32	70.97601	69.02582	1.46313
MRI_faces_148	1	2	1	1	14	77.02597	1204.jpg	1150.jpg	52	48	0	b	2	0	1133.96	0.24	0.27	78.65938	77.02597	1.13396
MRI_faces_148	1	2	1	1	15	84.02626	2058.jpg	2128.jpg	54	47	1	y	2	0	1464.68	0.22	0.27	85.9766	84.02626	1.46468
MRI_faces_148	1	2	1	1	16	88.02598	1173.jpg	1204.jpg	51	52	1	x	2	999	999000	0.24	0.24	90.02621	88.02598	999
MRI_faces_148	1	2	1	1	17	91.02612	2155.jpg	2041.jpg	46	50	1	b	2	1	1260.81	0.28	0.24	92.77794	91.02612	1.26081
MRI_faces_148	1	2	1	1	18	96.0262	2118.jpg	1027.jpg	16	18	1	y	1	0	1090.78	0.72	0.69	97.61211	96.0262	1.09078
MRI_faces_148	1	2	1	1	19	99.0262	1035.jpg	2153.jpg	7	11	0	y	1	1	777.73	0.82	0.79	100.2959	99.0262	0.77773
MRI_faces_148	1	2	1	1	20	107.0263	2024.jpg	1204.jpg	43	52	1	y	2	0	1141.66	0.32	0.24	108.664	107.0263	1.14166
MRI_faces_148	1	2	1	1	21	113.0264	2240.jpg	1210.jpg	49	45	1	y	2	0	1310.55	0.25	0.3	114.8318	113.0264	1.31055
MRI_faces_148	1	2	1	1	22	118.0265	2128.jpg	1173.jpg	47	51	0	y	2	1	1253.45	0.27	0.24	119.7766	118.0265	1.25345
MRI_faces_148	1	2	1	1	23	123.0164	2006.jpg	2153.jpg	10	11	0	b	1	0	1054.5	0.81	0.79	124.5766	123.0164	1.0545
MRI_faces_148	1	2	1	1	24	126.0266	1027.jpg	2112.jpg	18	8	0	y	1	1	1328.38	0.69	0.82	127.8507	126.0266	1.32838
MRI_faces_148	1	2	1	1	25	140.0268	2229.jpg	2212.jpg	12	14	0	y	1	1	888.18	0.76	0.74	141.4102	140.0268	0.88818
MRI_faces_148	1	2	1	1	26	143.0269	2118.jpg	1080.jpg	16	15	1	y	1	0	1066.08	0.72	0.73	144.5936	143.0269	1.06608
MRI_faces_148	1	2	1	1	27	147.0269	1183.jpg	1173.jpg	53	51	0	y	2	1	1305.1	0.24	0.24	148.827	147.0269	1.3051
MRI_faces_148	1	2	1	1	28	151.0214	1262.jpg	1080.jpg	9	15	1	y	1	0	1216.55	0.81	0.73	152.7437	151.0214	1.21655
MRI_faces_148	1	2	1	1	29	154.0219	2112.jpg	2229.jpg	8	12	1	b	1	1	1316.04	0.82	0.76	155.839	154.0219	1.31604
MRI_faces_148	1	2	1	1	30	157.0224	1050.jpg	2229.jpg	17	12	1	b	1	1	1182.54	0.71	0.76	158.7062	157.0224	1.18254
MRI_faces_148	1	2	1	1	31	163.0271	2118.jpg	2229.jpg	16	12	1	b	1	1	1296.8	0.72	0.76	164.8106	163.0271	1.2968
MRI_faces_148	1	2	1	1	32	169.0272	1031.jpg	2153.jpg	13	11	0	y	1	1	1059.79	0.76	0.79	170.5774	169.0272	1.05979
MRI_faces_148	1	2	1	1	33	172.0272	1173.jpg	2164.jpg	51	44	1	x	2	999	999000	0.24	0.3	174.0273	172.0272	999
MRI_faces_148	1	2	1	1	34	175.0273	1027.jpg	1050.jpg	18	17	0	b	1	0	1209.62	0.69	0.71	176.7274	175.0273	1.20962
MRI_faces_148	1	2	1	1	35	179.0274	2155.jpg	1204.jpg	46	52	1	b	2	1	921.57	0.28	0.24	180.4441	179.0274	0.92157
MRI_faces_148	1	2	1	1	36	182.0273	2128.jpg	2024.jpg	47	43	0	y	2	1	1085.59	0.27	0.32	183.6107	182.0273	1.08559
MRI_faces_148	1	2	1	1	37	185.0135	1210.jpg	2155.jpg	45	46	0	y	2	1	916.45	0.3	0.28	186.4274	185.0135	0.91645
MRI_faces_148	1	2	1	1	38	188.0278	2164.jpg	1150.jpg	44	48	0	b	2	0	1134.11	0.3	0.27	189.6609	188.0278	1.13411
