subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_132	1	2	3	1	1	2.013822	2112.jpg	2024.jpg	10	17	0	y	1	1	673.58	0.72	0.67	3.198375	2.013822	0.67358
MRI_faces_132	1	2	3	1	2	5.013943	1226.jpg	1183.jpg	49	50	1	y	2	0	739.43	0.31	0.3	6.26401	5.013943	0.73943
MRI_faces_132	1	2	3	1	3	8.013874	2015.jpg	2010.jpg	7	8	0	y	1	1	690.52	0.74	0.72	9.214097	8.013874	0.69052
MRI_faces_132	1	2	3	1	4	13.01397	2043.jpg	1060.jpg	44	43	0	y	2	1	788.41	0.41	0.41	14.31416	13.01397	0.78841
MRI_faces_132	1	2	3	1	5	18.0141	2128.jpg	2058.jpg	54	47	1	b	2	1	820.29	0.19	0.32	19.34663	18.0141	0.82029
MRI_faces_132	1	2	3	1	6	25.01415	1060.jpg	2218.jpg	43	53	1	b	2	1	866.23	0.41	0.27	26.38116	25.01415	0.86623
MRI_faces_132	1	2	3	1	7	29.01494	1073.jpg	2010.jpg	18	8	0	y	1	1	667.44	0.65	0.72	30.18187	29.01494	0.66744
MRI_faces_132	1	2	3	1	8	32.01756	2125.jpg	2015.jpg	9	7	1	y	1	0	762.83	0.72	0.74	33.28245	32.01756	0.76283
MRI_faces_132	1	2	3	1	9	39.01671	2240.jpg	2089.jpg	16	12	1	y	1	0	818.71	0.68	0.71	40.33368	39.01671	0.81871
MRI_faces_132	1	2	3	1	10	43.01733	1191.jpg	1183.jpg	48	50	1	b	2	1	711.09	0.31	0.3	44.2344	43.01733	0.71109
MRI_faces_132	1	2	3	1	11	46.01791	1146.jpg	2128.jpg	45	54	0	y	2	1	763.45	0.37	0.19	47.28487	46.01791	0.76345
MRI_faces_132	1	2	3	1	12	50.01862	1007.jpg	2110.jpg	6	56	1	b	4	1	917.79	0.74	0.16	51.43557	50.01862	0.91779
MRI_faces_132	1	2	3	1	13	54.0193	2015.jpg	2024.jpg	7	17	0	y	1	1	735.09	0.74	0.67	55.25296	54.0193	0.73509
MRI_faces_132	1	2	3	1	14	59.02015	1246.jpg	2240.jpg	15	16	0	y	1	1	742.26	0.68	0.68	60.26487	59.02015	0.74226
MRI_faces_132	1	2	3	1	15	63.02093	1246.jpg	2024.jpg	15	17	0	b	1	0	686.47	0.68	0.67	64.20451	63.02093	0.68647
MRI_faces_132	1	2	3	1	16	67.02158	1226.jpg	2218.jpg	49	53	1	y	2	0	732.81	0.31	0.27	68.25525	67.02158	0.73281
MRI_faces_132	1	2	3	1	17	70.02211	2212.jpg	1246.jpg	11	15	1	y	1	0	746.26	0.72	0.68	71.27265	70.02211	0.74626
MRI_faces_132	1	2	3	1	18	80.02379	1246.jpg	2181.jpg	15	14	0	b	1	0	743.6	0.68	0.69	81.26509	80.02379	0.7436
MRI_faces_132	1	2	3	1	19	84.02449	2212.jpg	2112.jpg	11	10	1	b	1	1	796.91	0.72	0.72	85.31518	84.02449	0.79691
MRI_faces_132	1	2	3	1	20	87.02506	2194.jpg	2218.jpg	46	53	1	y	2	0	711.33	0.35	0.27	88.23185	87.02506	0.71133
MRI_faces_132	1	2	3	1	21	90.02567	2125.jpg	1145.jpg	9	13	1	y	1	0	854.72	0.72	0.69	91.38195	90.02567	0.85472
MRI_faces_132	1	2	3	1	22	94.01517	2058.jpg	2194.jpg	47	46	0	b	2	0	852.22	0.32	0.35	95.37661	94.01517	0.85222
MRI_faces_132	1	2	3	1	23	100.0152	1073.jpg	2125.jpg	18	9	0	y	1	1	915.18	0.65	0.72	101.432	100.0152	0.91518
MRI_faces_132	1	2	3	1	24	103.0153	2181.jpg	1145.jpg	14	13	1	y	1	0	717.09	0.69	0.69	104.2321	103.0153	0.71709
MRI_faces_132	1	2	3	1	25	106.0153	1007.jpg	1204.jpg	6	55	1	y	4	0	962.11	0.74	0.16	107.4822	106.0153	0.96211
MRI_faces_132	1	2	3	1	26	110.0154	2058.jpg	1191.jpg	47	48	0	y	2	1	803.01	0.32	0.31	111.3295	110.0154	0.80301
MRI_faces_132	1	2	3	1	27	113.0154	1146.jpg	2041.jpg	45	51	0	b	2	0	976.96	0.37	0.3	114.4989	113.0154	0.97696
MRI_faces_132	1	2	3	1	28	116.0155	1191.jpg	1146.jpg	48	45	1	y	2	0	744.91	0.31	0.37	117.2656	116.0155	0.74491
MRI_faces_132	1	2	3	1	29	130.0159	2024.jpg	1145.jpg	17	13	1	y	1	0	752.49	0.67	0.69	131.2663	130.0159	0.75249
MRI_faces_132	1	2	3	1	30	140.0197	1146.jpg	1226.jpg	45	49	0	b	2	0	914.69	0.37	0.31	141.4347	140.0197	0.91469
MRI_faces_132	1	2	3	1	31	146.0186	2218.jpg	2128.jpg	53	54	0	y	2	1	984.77	0.27	0.19	147.5025	146.0186	0.98477
MRI_faces_132	1	2	3	1	32	150.0194	1191.jpg	2218.jpg	48	53	1	y	2	0	879.95	0.31	0.27	151.403	150.0194	0.87995
MRI_faces_132	1	2	3	1	33	156.0204	1073.jpg	2024.jpg	18	17	0	y	1	1	770.01	0.65	0.67	157.2874	156.0204	0.77001
MRI_faces_132	1	2	3	1	34	160.0211	1019.jpg	1191.jpg	52	48	0	y	2	1	844.29	0.3	0.31	161.3663	160.0211	0.84429
MRI_faces_132	1	2	3	1	35	166.0221	2128.jpg	1183.jpg	54	50	1	y	2	0	1159.26	0.19	0.3	167.6831	166.0221	1.15926
MRI_faces_132	1	2	3	1	36	178.0243	2181.jpg	2015.jpg	14	7	1	y	1	0	1117.05	0.69	0.74	179.6415	178.0243	1.11705
MRI_faces_132	1	2	3	1	37	181.0248	1246.jpg	2125.jpg	15	9	0	b	1	0	864.61	0.68	0.72	182.392	181.0248	0.86461
MRI_faces_132	1	2	3	1	38	188.0261	2043.jpg	2041.jpg	44	51	0	b	2	0	998.34	0.41	0.3	189.5166	188.0261	0.99834
