subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_108	1	2	1	2	1	2.015091	2153.jpg	1019.jpg	10	9	0	y	1	1	1074.54	0.72	0.73	3.597425	2.015091	1.07454
MRI_faces_108	1	2	1	2	2	6.015194	1019.jpg	2094.jpg	9	12	1	b	1	1	791.43	0.73	0.71	7.298658	6.015194	0.79143
MRI_faces_108	1	2	1	2	3	13.01526	1146.jpg	2043.jpg	50	48	0	b	2	0	1437.37	0.31	0.32	14.94879	13.01526	1.43737
MRI_faces_108	1	2	1	2	4	16.0154	2058.jpg	1173.jpg	53	46	0	y	2	1	1131.24	0.29	0.34	17.64886	16.0154	1.13124
MRI_faces_108	1	2	1	2	5	21.01597	2128.jpg	2053.jpg	44	51	0	y	2	1	1094.65	0.34	0.3	22.61646	21.01597	1.09465
MRI_faces_108	1	2	1	2	6	31.01777	1073.jpg	1007.jpg	15	16	0	b	1	0	1265.84	0.62	0.62	32.78491	31.01777	1.26584
MRI_faces_108	1	2	1	2	7	34.01987	1246.jpg	1173.jpg	45	46	0	y	2	1	1160.73	0.34	0.34	35.66869	34.01987	1.16073
MRI_faces_108	1	2	1	2	8	37.01877	1013.jpg	1019.jpg	7	9	0	x	1	999	999000	0.76	0.73	39.01932	37.01877	999
MRI_faces_108	1	2	1	2	9	46.02034	1007.jpg	2229.jpg	16	13	1	y	1	0	1018.27	0.62	0.69	47.53756	46.02034	1.01827
MRI_faces_108	1	2	1	2	10	49.02094	1013.jpg	1027.jpg	7	11	0	y	1	1	913.67	0.76	0.72	50.43267	49.02094	0.91367
MRI_faces_108	1	2	1	2	11	59.01592	2128.jpg	1216.jpg	44	43	0	y	2	1	819.7	0.34	0.37	60.33963	59.01592	0.8197
MRI_faces_108	1	2	1	2	12	64.02351	2212.jpg	1035.jpg	6	55	1	b	4	1	1050.1	0.77	0.24	65.56619	64.02351	1.0501
MRI_faces_108	1	2	1	2	13	69.0161	2128.jpg	2149.jpg	44	54	0	b	2	0	1240.52	0.34	0.26	70.75822	69.0161	1.24052
MRI_faces_108	1	2	1	2	14	77.01625	2094.jpg	1007.jpg	12	16	0	b	1	0	1189.39	0.71	0.62	78.70952	77.01625	1.18939
MRI_faces_108	1	2	1	2	15	84.01637	2128.jpg	2194.jpg	44	49	0	y	2	1	930.24	0.34	0.31	85.44981	84.01637	0.93024
MRI_faces_108	1	2	1	2	16	88.01642	2194.jpg	1246.jpg	49	45	1	b	2	1	789.18	0.31	0.34	89.29981	88.01642	0.78918
MRI_faces_108	1	2	1	2	17	91.01645	2125.jpg	2094.jpg	8	12	1	b	1	1	1182.15	0.74	0.71	92.69991	91.01645	1.18215
MRI_faces_108	1	2	1	2	18	96.01651	1246.jpg	2149.jpg	45	54	0	y	2	1	1126.1	0.34	0.26	97.64637	96.01651	1.1261
MRI_faces_108	1	2	1	2	19	99.01653	1216.jpg	1183.jpg	43	52	1	b	2	1	1206.09	0.37	0.3	100.7167	99.01653	1.20609
MRI_faces_108	1	2	1	2	20	107.0166	1017.jpg	1019.jpg	18	9	0	y	1	1	1076	0.6	0.73	108.5983	107.0166	1.076
MRI_faces_108	1	2	1	2	21	113.0168	1183.jpg	2053.jpg	52	51	0	y	2	1	862.81	0.3	0.3	114.3836	113.0168	0.86281
MRI_faces_108	1	2	1	2	22	118.0168	1007.jpg	1017.jpg	16	18	1	b	1	1	883.81	0.62	0.6	119.4002	118.0168	0.88381
MRI_faces_108	1	2	1	2	23	123.0172	1216.jpg	2058.jpg	43	53	1	b	2	1	928.43	0.37	0.29	124.4503	123.0172	0.92843
MRI_faces_108	1	2	1	2	24	126.0202	2153.jpg	1027.jpg	10	11	0	b	1	0	1303.46	0.72	0.72	127.8181	126.0202	1.30346
MRI_faces_108	1	2	1	2	25	140.0204	1007.jpg	1013.jpg	16	7	1	b	1	1	1081.22	0.62	0.76	141.6006	140.0204	1.08122
MRI_faces_108	1	2	1	2	26	143.0207	1073.jpg	1019.jpg	15	9	0	y	1	1	836.91	0.62	0.73	144.3543	143.0207	0.83691
MRI_faces_108	1	2	1	2	27	147.0214	1183.jpg	2149.jpg	52	54	0	y	2	1	1007.24	0.3	0.26	148.5218	147.0214	1.00724
MRI_faces_108	1	2	1	2	28	151.0172	1027.jpg	1017.jpg	11	18	1	b	1	1	994.38	0.72	0.6	152.5058	151.0172	0.99438
MRI_faces_108	1	2	1	2	29	154.0226	2194.jpg	1183.jpg	49	52	1	b	2	1	881.04	0.31	0.3	155.4008	154.0226	0.88104
MRI_faces_108	1	2	1	2	30	157.0173	1216.jpg	1246.jpg	43	45	1	b	2	1	1046.33	0.37	0.34	158.5676	157.0173	1.04633
MRI_faces_108	1	2	1	2	31	163.0174	1017.jpg	1114.jpg	18	17	0	y	1	1	1191.26	0.6	0.62	164.7079	163.0174	1.19126
MRI_faces_108	1	2	1	2	32	169.0175	2118.jpg	1013.jpg	14	7	1	b	1	1	1016.07	0.63	0.76	170.5343	169.0175	1.01607
MRI_faces_108	1	2	1	2	33	172.0191	1173.jpg	1183.jpg	46	52	1	b	2	1	1304.5	0.34	0.3	173.8262	172.0191	1.3045
MRI_faces_108	1	2	1	2	34	175.0176	2212.jpg	1052.jpg	6	56	1	b	4	1	1458.04	0.77	0.24	176.9767	175.0176	1.45804
MRI_faces_108	1	2	1	2	35	179.0177	1173.jpg	2128.jpg	46	44	1	y	2	0	1028.93	0.34	0.34	180.5441	179.0177	1.02893
MRI_faces_108	1	2	1	2	36	182.0186	2053.jpg	1146.jpg	51	50	1	b	2	1	882	0.3	0.31	183.4011	182.0186	0.882
MRI_faces_108	1	2	1	2	37	185.0177	1114.jpg	2094.jpg	17	12	1	y	1	0	940.94	0.62	0.71	186.4617	185.0177	0.94094
MRI_faces_108	1	2	1	2	38	188.0188	1114.jpg	1073.jpg	17	15	1	b	1	1	988.88	0.62	0.62	189.5012	188.0188	0.98888
