subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_140	1	2	2	1	1	2.018886	2248.jpg	1031.jpg	11	10	1	b	1	1	752.56	0.7	0.7	3.269238	2.018886	0.75256
MRI_faces_140	1	2	2	1	2	6.018881	1027.jpg	1052.jpg	51	52	1	b	2	1	1217.59	0.26	0.25	7.735788	6.018881	1.21759
MRI_faces_140	1	2	2	1	3	9.018949	1007.jpg	1191.jpg	46	47	1	b	2	1	1042.49	0.31	0.31	10.56386	9.018949	1.04249
MRI_faces_140	1	2	2	1	4	14.01909	2118.jpg	2094.jpg	8	13	1	b	1	1	982.37	0.74	0.67	15.50251	14.01909	0.98237
MRI_faces_140	1	2	2	1	5	17.01914	1191.jpg	1130.jpg	47	43	0	b	2	0	1120.34	0.31	0.37	18.63589	17.01914	1.12034
MRI_faces_140	1	2	2	1	6	20.01916	2218.jpg	2063.jpg	18	14	0	y	1	1	1039.3	0.64	0.66	21.55266	20.01916	1.0393
MRI_faces_140	1	2	2	1	7	34.01934	1052.jpg	1127.jpg	52	49	0	b	2	0	1119.12	0.25	0.28	35.63616	34.01934	1.11912
MRI_faces_140	1	2	2	1	8	38.0194	1191.jpg	2155.jpg	47	48	0	b	2	0	772.07	0.31	0.29	39.28616	38.0194	0.77207
MRI_faces_140	1	2	2	1	9	42.01941	2024.jpg	2118.jpg	12	8	0	y	1	1	1011.06	0.68	0.74	43.51946	42.01941	1.01106
MRI_faces_140	1	2	2	1	10	45.01984	2024.jpg	2248.jpg	12	11	0	y	1	1	1396.62	0.68	0.7	46.92027	45.01984	1.39662
MRI_faces_140	1	2	2	1	11	48.02037	1019.jpg	1027.jpg	45	51	0	x	2	999	999000	0.32	0.26	50.0209	48.02037	999
MRI_faces_140	1	2	2	1	12	53.02116	2155.jpg	1019.jpg	48	45	1	y	2	0	863.31	0.29	0.32	54.38815	53.02116	0.86331
MRI_faces_140	1	2	2	1	13	56.02281	1127.jpg	1226.jpg	49	50	1	b	2	1	600.63	0.28	0.26	57.12205	56.02281	0.60063
MRI_faces_140	1	2	2	1	14	66.02351	2094.jpg	2041.jpg	13	17	0	b	1	0	755.96	0.67	0.64	67.27376	66.02351	0.75596
MRI_faces_140	1	2	2	1	15	72.02458	2045.jpg	2063.jpg	7	14	0	y	1	1	542.88	0.77	0.66	73.05813	72.02458	0.54288
MRI_faces_140	1	2	2	1	16	75.02505	2118.jpg	1031.jpg	8	10	1	b	1	1	760.4	0.74	0.7	76.27548	75.02505	0.7604
MRI_faces_140	1	2	2	1	17	79.01994	1019.jpg	1130.jpg	45	43	0	b	2	0	770.57	0.32	0.37	80.29277	79.01994	0.77057
MRI_faces_140	1	2	2	1	18	84.02	2155.jpg	1226.jpg	48	50	1	b	2	1	974.46	0.29	0.26	85.49369	84.02	0.97446
MRI_faces_140	1	2	2	1	19	91.02019	1027.jpg	1226.jpg	51	50	1	b	2	1	666.28	0.26	0.26	92.18695	91.02019	0.66628
MRI_faces_140	1	2	2	1	20	96.02018	2045.jpg	2039.jpg	7	16	0	b	1	0	812.27	0.77	0.64	97.33712	96.02018	0.81227
MRI_faces_140	1	2	2	1	21	99.02032	1019.jpg	1007.jpg	45	46	0	b	2	0	890.14	0.32	0.31	100.4129	99.02032	0.89014
MRI_faces_140	1	2	2	1	22	105.0203	1013.jpg	2149.jpg	6	55	1	y	4	0	499.14	0.8	0.21	106.0204	105.0203	0.49914
MRI_faces_140	1	2	2	1	23	109.0204	2248.jpg	2045.jpg	11	7	1	b	1	1	592.07	0.7	0.77	110.1146	109.0204	0.59207
MRI_faces_140	1	2	2	1	24	121.0206	2240.jpg	2149.jpg	5	55	1	y	4	0	570.91	0.81	0.21	122.0873	121.0206	0.57091
MRI_faces_140	1	2	2	1	25	124.0206	2063.jpg	2024.jpg	14	12	1	b	1	1	561.88	0.66	0.68	125.0841	124.0206	0.56188
MRI_faces_140	1	2	2	1	26	127.0207	2094.jpg	2039.jpg	13	16	0	b	1	0	805.76	0.67	0.64	128.3208	127.0207	0.80576
MRI_faces_140	1	2	2	1	27	131.0207	2218.jpg	2248.jpg	18	11	0	b	1	0	780.82	0.64	0.7	132.3042	131.0207	0.78082
MRI_faces_140	1	2	2	1	28	137.0208	1255.jpg	1031.jpg	9	10	1	b	1	1	804.63	0.74	0.7	138.321	137.0208	0.80463
MRI_faces_140	1	2	2	1	29	140.0209	1052.jpg	1130.jpg	52	43	0	b	2	0	1276.59	0.25	0.37	141.7876	140.0209	1.27659
MRI_faces_140	1	2	2	1	30	149.0213	1150.jpg	1027.jpg	44	51	0	b	2	0	949.19	0.34	0.26	150.4717	149.0213	0.94919
MRI_faces_140	1	2	2	1	31	153.022	1255.jpg	2089.jpg	9	15	1	b	1	1	691.74	0.74	0.65	154.2058	153.022	0.69174
MRI_faces_140	1	2	2	1	32	157.0227	1127.jpg	1019.jpg	49	45	1	b	2	1	827.75	0.28	0.32	158.3397	157.0227	0.82775
MRI_faces_140	1	2	2	1	33	160.0243	1150.jpg	1127.jpg	44	49	0	y	2	1	1352.21	0.34	0.28	161.8736	160.0243	1.35221
MRI_faces_140	1	2	2	1	34	163.0237	2041.jpg	2218.jpg	17	18	1	b	1	1	961.72	0.64	0.64	164.4741	163.0237	0.96172
MRI_faces_140	1	2	2	1	35	173.0255	1127.jpg	1145.jpg	49	53	1	y	2	0	1415.93	0.28	0.25	174.9382	173.0255	1.41593
MRI_faces_140	1	2	2	1	36	177.0213	2218.jpg	2039.jpg	18	16	0	b	1	0	555.14	0.64	0.64	178.0765	177.0213	0.55514
MRI_faces_140	1	2	2	1	37	185.0215	2094.jpg	2248.jpg	13	11	0	b	1	0	681.95	0.67	0.7	186.2049	185.0215	0.68195
MRI_faces_140	1	2	2	1	38	188.0216	1204.jpg	1191.jpg	54	47	1	y	2	0	882.9	0.23	0.31	189.4051	188.0216	0.8829
