subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_120	1	2	3	2	1	2.020863	2039.jpg	2164.jpg	51	45	1	y	2	0	1230.34	0.22	0.33	3.748362	2.020863	1.23034
MRI_faces_120	1	2	3	2	2	9.013969	1202.jpg	2153.jpg	10	16	0	b	1	0	813.24	0.75	0.69	10.33082	9.013969	0.81324
MRI_faces_120	1	2	3	2	3	22.01409	2043.jpg	1060.jpg	44	54	0	y	2	1	998.12	0.34	0.19	23.51427	22.01409	0.99812
MRI_faces_120	1	2	3	2	4	26.01416	2155.jpg	2058.jpg	52	43	0	y	2	1	1459.05	0.2	0.34	27.97549	26.01416	1.45905
MRI_faces_120	1	2	3	2	5	31.01431	2058.jpg	2240.jpg	43	53	1	b	2	1	1114.9	0.34	0.2	32.63113	31.01431	1.1149
MRI_faces_120	1	2	3	2	6	34.01432	1210.jpg	1073.jpg	13	8	0	b	1	0	1099.89	0.73	0.77	35.61452	34.01432	1.09989
MRI_faces_120	1	2	3	2	7	39.01437	1191.jpg	1210.jpg	17	13	1	y	1	0	875.86	0.68	0.73	40.39441	39.01437	0.87586
MRI_faces_120	1	2	3	2	8	43.01438	1114.jpg	1073.jpg	12	8	0	y	1	1	1238.84	0.74	0.77	44.74797	43.01438	1.23884
MRI_faces_120	1	2	3	2	9	52.01466	1027.jpg	2128.jpg	47	48	0	y	2	1	982.54	0.3	0.29	53.49805	52.01466	0.98254
MRI_faces_120	1	2	3	2	10	57.01461	1210.jpg	2181.jpg	13	9	0	b	1	0	1087.59	0.73	0.77	58.59821	57.01461	1.08759
MRI_faces_120	1	2	3	2	11	61.01476	2094.jpg	1191.jpg	18	17	0	b	1	0	1047.48	0.67	0.68	62.56497	61.01476	1.04748
MRI_faces_120	1	2	3	2	12	68.01581	2128.jpg	2155.jpg	48	52	1	b	2	1	1090.39	0.29	0.2	69.59957	68.01581	1.09039
MRI_faces_120	1	2	3	2	13	72.01648	1114.jpg	1191.jpg	12	17	0	b	1	0	1125.73	0.74	0.68	73.63355	72.01648	1.12573
MRI_faces_120	1	2	3	2	14	78.01754	2164.jpg	2058.jpg	45	43	0	b	2	0	1113.67	0.33	0.34	79.63466	78.01754	1.11367
MRI_faces_120	1	2	3	2	15	83.01845	1114.jpg	1130.jpg	12	14	0	b	1	0	1100.75	0.74	0.73	84.61889	83.01845	1.10075
MRI_faces_120	1	2	3	2	16	87.01905	2155.jpg	2039.jpg	52	51	0	y	2	1	1188.16	0.2	0.22	88.70283	87.01905	1.18816
MRI_faces_120	1	2	3	2	17	90.01964	1183.jpg	2110.jpg	50	49	0	b	2	0	984.58	0.26	0.28	91.5033	90.01964	0.98458
MRI_faces_120	1	2	3	2	18	93.02018	1019.jpg	2181.jpg	15	9	0	y	1	1	834.05	0.71	0.77	94.3538	93.02018	0.83405
MRI_faces_120	1	2	3	2	19	97.02082	1130.jpg	1202.jpg	14	10	1	y	1	0	686.41	0.73	0.75	98.20451	97.02082	0.68641
MRI_faces_120	1	2	3	2	20	110.0154	1216.jpg	1050.jpg	11	7	1	b	1	1	1279.79	0.75	0.82	111.7989	110.0154	1.27979
