subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_122	1	2	3	1	1	2.02894	2045.jpg	1226.jpg	51	47	1	y	2	0	918.69	0.29	0.34	3.445835	2.02894	0.91869
MRI_faces_122	1	2	3	1	2	6.028858	2212.jpg	2089.jpg	13	11	0	y	1	1	834.78	0.7	0.7	7.36244	6.028858	0.83478
MRI_faces_122	1	2	3	1	3	13.02903	1127.jpg	1052.jpg	48	53	1	b	2	1	637.6	0.33	0.27	14.16844	13.02903	0.6376
MRI_faces_122	1	2	3	1	4	16.0291	1191.jpg	2212.jpg	9	13	1	b	1	1	864.54	0.71	0.7	17.38559	16.0291	0.86454
MRI_faces_122	1	2	3	1	5	21.02911	1052.jpg	2058.jpg	53	49	0	y	2	1	898.52	0.27	0.31	22.42934	21.02911	0.89852
MRI_faces_122	1	2	3	1	6	31.02922	1150.jpg	2164.jpg	46	44	1	b	2	1	950.41	0.34	0.4	32.47952	31.02922	0.95041
MRI_faces_122	1	2	3	1	7	34.02931	1216.jpg	2089.jpg	18	11	0	y	1	1	634.32	0.65	0.7	35.16274	34.02931	0.63432
MRI_faces_122	1	2	3	1	8	37.02942	2089.jpg	2006.jpg	11	12	1	b	1	1	634.22	0.7	0.7	38.16281	37.02942	0.63422
MRI_faces_122	1	2	3	1	9	46.0295	1173.jpg	2164.jpg	54	44	1	y	2	0	793.14	0.26	0.4	47.31304	46.0295	0.79314
MRI_faces_122	1	2	3	1	10	49.02962	2212.jpg	2015.jpg	13	14	0	b	1	0	948.02	0.7	0.67	50.4747	49.02962	0.94802
MRI_faces_122	1	2	3	1	11	59.0297	1204.jpg	1173.jpg	50	54	0	b	2	0	991.92	0.29	0.26	60.51327	59.0297	0.99192
MRI_faces_122	1	2	3	1	12	64.0298	1191.jpg	1216.jpg	9	18	1	b	1	1	731.83	0.71	0.65	65.26068	64.0298	0.73183
MRI_faces_122	1	2	3	1	13	69.02982	2053.jpg	2089.jpg	10	11	0	y	1	1	782.81	0.7	0.7	70.3134	69.02982	0.78281
MRI_faces_122	1	2	3	1	14	77.02994	2039.jpg	2212.jpg	16	13	1	b	1	1	748.7	0.67	0.7	78.2796	77.02994	0.7487
MRI_faces_122	1	2	3	1	15	84.03043	1226.jpg	2058.jpg	47	49	0	y	2	1	639.2	0.34	0.31	85.1641	84.03043	0.6392
MRI_faces_122	1	2	3	1	16	88.0301	2039.jpg	1216.jpg	16	18	1	b	1	1	704.53	0.67	0.65	89.23145	88.0301	0.70453
MRI_faces_122	1	2	3	1	17	91.03016	1050.jpg	2212.jpg	17	13	1	y	1	0	669.47	0.66	0.7	92.19866	91.03016	0.66947
MRI_faces_122	1	2	3	1	18	96.03025	1035.jpg	2089.jpg	15	11	0	y	1	1	737.39	0.67	0.7	97.26621	96.03025	0.73739
MRI_faces_122	1	2	3	1	19	99.03027	1060.jpg	2058.jpg	52	49	0	y	2	1	713.36	0.28	0.31	100.2334	99.03027	0.71336
MRI_faces_122	1	2	3	1	20	107.0303	1060.jpg	2045.jpg	52	51	0	y	2	1	627.29	0.28	0.29	108.1515	107.0303	0.62729
MRI_faces_122	1	2	3	1	21	113.0304	1027.jpg	1013.jpg	8	7	1	b	1	1	797.21	0.74	0.74	114.3192	113.0304	0.79721
MRI_faces_122	1	2	3	1	22	118.0304	1183.jpg	2112.jpg	56	5	0	y	4	1	589.23	0.19	0.81	119.1139	118.0304	0.58923
MRI_faces_122	1	2	3	1	23	123.0305	1019.jpg	1052.jpg	43	53	1	b	2	1	861.17	0.4	0.27	124.3874	123.0305	0.86117
MRI_faces_122	1	2	3	1	24	126.0306	1050.jpg	2053.jpg	17	10	1	y	1	0	789.04	0.66	0.7	127.3141	126.0306	0.78904
MRI_faces_122	1	2	3	1	25	140.0308	1060.jpg	1173.jpg	52	54	0	b	2	0	904.87	0.28	0.26	141.4309	140.0308	0.90487
MRI_faces_122	1	2	3	1	26	143.0308	1173.jpg	1130.jpg	54	45	1	y	2	0	948.81	0.26	0.37	144.4744	143.0308	0.94881
MRI_faces_122	1	2	3	1	27	147.0247	1035.jpg	2039.jpg	15	16	0	y	1	1	856.95	0.67	0.67	148.3811	147.0247	0.85695
MRI_faces_122	1	2	3	1	28	151.031	1050.jpg	1035.jpg	17	15	1	y	1	0	746.66	0.66	0.67	152.2758	151.031	0.74666
MRI_faces_122	1	2	3	1	29	154.0259	2045.jpg	2164.jpg	51	44	1	b	2	1	642.76	0.29	0.4	155.1643	154.0259	0.64276
MRI_faces_122	1	2	3	1	30	157.0264	1130.jpg	1150.jpg	45	46	0	b	2	0	777.28	0.37	0.34	158.2979	157.0264	0.77728
MRI_faces_122	1	2	3	1	31	163.0274	2212.jpg	1027.jpg	13	8	0	b	1	0	930.18	0.7	0.74	164.4479	163.0274	0.93018
MRI_faces_122	1	2	3	1	32	169.0285	1204.jpg	1150.jpg	50	46	0	y	2	1	792.11	0.29	0.34	170.3146	169.0285	0.79211
MRI_faces_122	1	2	3	1	33	172.029	1204.jpg	2058.jpg	50	49	0	y	2	1	746.66	0.29	0.31	173.2647	172.029	0.74666
MRI_faces_122	1	2	3	1	34	175.0295	2039.jpg	1013.jpg	16	7	1	b	1	1	575.16	0.67	0.74	176.0981	175.0295	0.57516
MRI_faces_122	1	2	3	1	35	179.0302	2164.jpg	2058.jpg	44	49	0	y	2	1	778.48	0.4	0.31	180.2982	179.0302	0.77848
MRI_faces_122	1	2	3	1	36	182.0144	1017.jpg	2112.jpg	55	5	0	y	4	1	861.28	0.26	0.81	183.3814	182.0144	0.86128
MRI_faces_122	1	2	3	1	37	185.0146	1127.jpg	2164.jpg	48	44	1	b	2	1	823.99	0.33	0.4	186.3484	185.0146	0.82399
MRI_faces_122	1	2	3	1	38	188.0148	1027.jpg	2053.jpg	8	10	1	b	1	1	754.81	0.74	0.7	189.2821	188.0148	0.75481
