subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	onset	duration
MRI_faces_111	1	1	3	1	1	2.015994	2110.jpg	2058.jpg	53	54	1	y	2	0	924.34	0.25	0.25	3.433874	2.015994	0.92434
MRI_faces_111	1	1	3	1	2	9.016933	1052.jpg	2153.jpg	15	14	1	b	1	1	821.43	0.65	0.66	10.33396	9.016933	0.82143
MRI_faces_111	1	1	3	1	3	22.01935	2153.jpg	1127.jpg	14	12	0	y	1	1	703	0.66	0.72	23.21951	22.01935	0.703
MRI_faces_111	1	1	3	1	4	26.0199	1150.jpg	2248.jpg	55	6	0	y	4	1	833.43	0.23	0.82	27.35365	26.0199	0.83343
MRI_faces_111	1	1	3	1	5	31.02077	2209.jpg	1019.jpg	43	50	0	b	2	0	871.57	0.35	0.28	32.38789	31.02077	0.87157
MRI_faces_111	1	1	3	1	6	34.02132	1027.jpg	2110.jpg	49	53	0	b	2	0	808.02	0.28	0.25	35.32165	34.02132	0.80802
MRI_faces_111	1	1	3	1	7	39.02217	2240.jpg	2058.jpg	45	54	1	y	2	0	997.18	0.34	0.25	40.51675	39.02217	0.99718
MRI_faces_111	1	1	3	1	8	43.01663	2153.jpg	2181.jpg	14	13	0	y	1	1	965.72	0.66	0.71	44.48346	43.01663	0.96572
MRI_faces_111	1	1	3	1	9	52.01673	2181.jpg	1031.jpg	13	11	1	y	1	0	854.62	0.71	0.72	53.37486	52.01673	0.85462
MRI_faces_111	1	1	3	1	10	57.01674	1130.jpg	2063.jpg	10	17	1	b	1	1	756.62	0.73	0.61	58.27569	57.01674	0.75662
MRI_faces_111	1	1	3	1	11	61.01684	2125.jpg	2209.jpg	47	43	1	y	2	0	850.47	0.32	0.35	62.367	61.01684	0.85047
MRI_faces_111	1	1	3	1	12	68.01692	2094.jpg	1027.jpg	52	49	1	b	2	1	824.43	0.26	0.28	69.34429	68.01692	0.82443
MRI_faces_111	1	1	3	1	13	72.01699	1035.jpg	2181.jpg	8	13	0	b	1	0	785.35	0.77	0.71	73.30041	72.01699	0.78535
MRI_faces_111	1	1	3	1	14	78.01702	1191.jpg	2015.jpg	16	18	0	b	1	0	847.3	0.63	0.61	79.36728	78.01702	0.8473
MRI_faces_111	1	1	3	1	15	83.01709	2094.jpg	2209.jpg	52	43	1	y	2	0	724.25	0.26	0.35	84.23389	83.01709	0.72425
MRI_faces_111	1	1	3	1	16	87.01718	1019.jpg	2058.jpg	50	54	1	b	2	1	660.18	0.28	0.25	88.18089	87.01718	0.66018
MRI_faces_111	1	1	3	1	17	90.0173	1035.jpg	1127.jpg	8	12	0	b	1	0	736.05	0.77	0.72	91.25068	90.0173	0.73605
MRI_faces_111	1	1	3	1	18	93.01723	1127.jpg	1202.jpg	12	9	1	y	1	0	997.09	0.72	0.76	94.51743	93.01723	0.99709
MRI_faces_111	1	1	3	1	19	97.01735	2209.jpg	2110.jpg	43	53	0	b	2	0	827.97	0.35	0.25	98.34943	97.01735	0.82797
MRI_faces_111	1	1	3	1	20	110.0204	2218.jpg	2209.jpg	44	43	1	y	2	0	1008.92	0.35	0.35	111.5183	110.0204	1.00892
MRI_faces_111	1	1	3	1	21	114.0186	2063.jpg	1127.jpg	17	12	0	b	1	0	946.75	0.61	0.72	115.4678	114.0186	0.94675
MRI_faces_111	1	1	3	1	22	117.0192	2063.jpg	2015.jpg	17	18	0	b	1	0	1072.13	0.61	0.61	118.5861	117.0192	1.07213
MRI_faces_111	1	1	3	1	23	122.0214	2015.jpg	1031.jpg	18	11	1	y	1	0	879.97	0.61	0.72	123.4011	122.0214	0.87997
MRI_faces_111	1	1	3	1	24	125.0206	1019.jpg	1173.jpg	50	46	1	b	2	1	868.77	0.28	0.34	126.3875	125.0206	0.86877
MRI_faces_111	1	1	3	1	25	129.0212	1191.jpg	1127.jpg	16	12	0	b	1	0	904.09	0.63	0.72	130.4216	129.0212	0.90409
MRI_faces_111	1	1	3	1	26	135.0178	1052.jpg	1035.jpg	15	8	1	b	1	1	873.56	0.65	0.77	136.3893	135.0178	0.87356
MRI_faces_111	1	1	3	1	27	138.0179	2240.jpg	2041.jpg	45	48	1	y	2	0	1081.44	0.34	0.31	139.6014	138.0179	1.08144
MRI_faces_111	1	1	3	1	28	142.0179	2110.jpg	2149.jpg	53	51	1	b	2	1	944.38	0.25	0.26	143.4572	142.0179	0.94438
MRI_faces_111	1	1	3	1	29	147.018	1216.jpg	2063.jpg	7	17	1	b	1	1	921.34	0.79	0.61	148.4414	147.018	0.92134
MRI_faces_111	1	1	3	1	30	151.018	1202.jpg	1130.jpg	9	10	0	b	1	0	1029.36	0.76	0.73	152.5421	151.018	1.02936
