trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0438,MVI_0937_new.avi,none,none,TRUE
18,17.0477,MVI_0931_new.avi,none,none,TRUE
19,18.0416,MVI_0935_new.avi,none,none,TRUE
20,19.0417,MVI_0936_new.avi,none,none,TRUE
21,20.0417,MVI_0917_new.avi,none,none,TRUE
22,21.0416,MVI_0934_new.avi,none,none,TRUE
23,22.0416,MVI_0929_new.avi,none,none,TRUE
24,23.0416,MVI_0920_new.avi,none,none,TRUE
25,24.0414,MVI_0919_new.avi,none,none,TRUE
26,25.0417,MVI_0932_new.avi,none,none,TRUE
27,26.0417,MVI_0932_new.avi,0.86754,b,TRUE
28,27.0417,MVI_0922_new.avi,none,none,TRUE
29,28.0416,MVI_0930_new.avi,none,none,TRUE
30,29.0415,MVI_0921_new.avi,none,none,TRUE
31,30.0416,MVI_0915_new.avi,none,none,TRUE
32,31.0414,MVI_0915_new.avi,0.74626,b,TRUE
33,32.0482,Coffee.avi,none,none,TRUE
34,33.0712,RecPlayer.avi,none,none,TRUE
35,34.0484,Flag.avi,none,none,TRUE
36,35.0483,Tennis.avi,none,none,TRUE
37,36.0483,Opener.avi,none,none,TRUE
38,37.0483,Water.avi,none,none,TRUE
39,38.0483,Globe.avi,none,none,TRUE
40,39.0483,Discs.avi,none,none,TRUE
41,40.0483,Discs.avi,0.65109,b,TRUE
42,41.0483,Leaves.avi,none,none,TRUE
43,42.0483,Toilet.avi,none,none,TRUE
44,43.0483,Tire.avi,none,none,TRUE
45,44.0483,StopWatch.avi,none,none,TRUE
46,45.0483,StopWatch.avi,0.71842,b,TRUE
47,46.0484,Candle.avi,none,none,TRUE
48,47.0483,Fan.avi,none,none,TRUE
49,48.0529,MVI_0920_new.avi,none,none,TRUE
50,49.0711,MVI_0919_new.avi,none,none,TRUE
51,50.0537,MVI_0915_new.avi,none,none,TRUE
52,51.0542,MVI_0935_new.avi,none,none,TRUE
53,52.0542,MVI_0922_new.avi,none,none,TRUE
54,53.0542,MVI_0931_new.avi,none,none,TRUE
55,54.0543,MVI_0931_new.avi,0.65968,b,TRUE
56,55.0535,MVI_0932_new.avi,none,none,TRUE
57,56.0542,MVI_0921_new.avi,none,none,TRUE
58,57.0542,MVI_0929_new.avi,none,none,TRUE
59,58.0543,MVI_0929_new.avi,0.58656,b,TRUE
60,59.0542,MVI_0937_new.avi,none,none,TRUE
61,60.0543,MVI_0936_new.avi,none,none,TRUE
62,61.0542,MVI_0934_new.avi,none,none,TRUE
63,62.0542,MVI_0917_new.avi,none,none,TRUE
64,63.0543,MVI_0930_new.avi,none,none,TRUE
65,64.0659,Discs.avi,none,none,TRUE
66,65.0909,Opener.avi,none,none,TRUE
67,66.0603,Toilet.avi,none,none,TRUE
68,67.0603,Tire.avi,none,none,TRUE
69,68.0604,Leaves.avi,none,none,TRUE
70,69.0603,Leaves.avi,0.75698,b,TRUE
71,70.06,Candle.avi,none,none,TRUE
72,71.0603,Water.avi,none,none,TRUE
73,72.0604,Tennis.avi,none,none,TRUE
74,73.0604,Flag.avi,none,none,TRUE
75,74.0602,RecPlayer.avi,none,none,TRUE
76,75.0603,RecPlayer.avi,none,none,FALSE
77,76.0601,Coffee.avi,none,none,TRUE
78,77.0604,Globe.avi,none,none,TRUE
