subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_101	 1	 6	 1150.jpg	 1.239986e+02	 22	 1.014928e+03	 2200	 7.172423e+02	 98	 1.250446e+02	 783.33	 666.67	 50.00	 18	 0.25	 
MRI_faces_101	 1	 6	 2218.jpg	 1.259991e+02	 22	 8.832753e+02	 220	 6.672419e+02	 98	 1.270490e+02	 783.33	 683.34	 47.00	 57	 0.26	 
MRI_faces_101	 1	 6	 2089.jpg	 1.289902e+02	 11	 9.611248e+02	 110	 7.839166e+02	 98	 1.300401e+02	 800.00	 683.34	 13.00	 42	 0.72	 
MRI_faces_101	 1	 6	 1013.jpg	 1.320000e+02	 24	 4.693610e+02	 24	 999000	 98	 1.330179e+02	 800.00	 683.34	 57.00	 2	 0.16	 
MRI_faces_101	 1	 6	 2063.jpg	 1.339902e+02	 12	 999000	 120	 999000	 999	 1.350076e+02	 800.00	 683.34	 11.00	 41	 0.74	 
MRI_faces_101	 1	 6	 1017.jpg	 1.379903e+02	 12	 999000	 120	 999000	 999	 1.390083e+02	 800.00	 683.34	 16.00	 3	 0.66	 
MRI_faces_101	 1	 6	 1246.jpg	 1.429905e+02	 24	 999000	 240	 999000	 999	 1.440092e+02	 800.00	 683.34	 48.00	 28	 0.25	 
MRI_faces_101	 1	 6	 1146.jpg	 1.449905e+02	 22	 9.588614e+02	 220	 6.839306e+02	 98	 1.460404e+02	 800.00	 700.00	 45.00	 17	 0.31	 
MRI_faces_101	 1	 6	 2058.jpg	 1.479904e+02	 24	 999000	 240	 999000	 999	 1.490111e+02	 800.00	 700.00	 55.00	 40	 0.20	 
MRI_faces_101	 1	 6	 1080.jpg	 1.499905e+02	 11	 1.063853e+03	 1100	 8.005423e+02	 98	 1.510405e+02	 750.00	 700.00	 7.00	 12	 0.76	 
MRI_faces_101	 1	 6	 1027.jpg	 1.559907e+02	 24	 999000	 240	 999000	 999	 1.570086e+02	 750.00	 700.00	 43.00	 5	 0.33	 
MRI_faces_101	 1	 6	 2043.jpg	 1.589906e+02	 22	 8.968162e+02	 220	 7.005826e+02	 98	 1.600405e+02	 750.00	 716.67	 53.00	 37	 0.22	 
MRI_faces_101	 1	 6	 2229.jpg	 1.639907e+02	 11	 9.706247e+02	 110	 7.505949e+02	 98	 1.650407e+02	 766.66	 716.67	 15.00	 58	 0.68	 
MRI_faces_101	 1	 6	 1031.jpg	 1.659907e+02	 12	 999000	 120	 999000	 999	 1.670086e+02	 766.66	 716.67	 9.00	 6	 0.75	 
MRI_faces_101	 1	 6	 1204.jpg	 1.679908e+02	 22	 1.038551e+03	 2200	 7.172244e+02	 98	 1.690439e+02	 766.66	 666.67	 44.00	 24	 0.32	 
MRI_faces_101	 1	 6	 2045.jpg	 1.719908e+02	 24	 999000	 240	 999000	 999	 1.730119e+02	 766.66	 666.67	 58.00	 38	 0.16	 
MRI_faces_101	 1	 6	 2181.jpg	 1.739908e+02	 11	 9.635556e+02	 110	 7.672219e+02	 98	 1.750410e+02	 783.33	 666.67	 18.00	 53	 0.65	 
MRI_faces_101	 1	 6	 1060.jpg	 1.769914e+02	 12	 999000	 120	 999000	 999	 1.780084e+02	 783.33	 666.67	 21.00	 10	 0.60	 
MRI_faces_101	 1	 6	 1052.jpg	 1.799921e+02	 24	 999000	 240	 999000	 999	 1.810112e+02	 783.33	 666.67	 54.00	 9	 0.21	 
MRI_faces_101	 1	 6	 2194.jpg	 1.829923e+02	 24	 999000	 240	 999000	 999	 1.840116e+02	 783.33	 666.67	 56.00	 54	 0.16	 
MRI_faces_101	 1	 6	 2212.jpg	 1.849928e+02	 12	 999000	 120	 999000	 999	 1.860129e+02	 783.33	 666.67	 8.00	 56	 0.76	 
MRI_faces_101	 1	 6	 1173.jpg	 1.889934e+02	 24	 999000	 240	 999000	 999	 1.900127e+02	 783.33	 666.67	 51.00	 19	 0.23	 
MRI_faces_101	 1	 6	 2118.jpg	 1.909939e+02	 12	 999000	 120	 999000	 999	 1.920134e+02	 783.33	 666.67	 3.00	 46	 0.94	 
MRI_faces_101	 1	 6	 2094.jpg	 1.929942e+02	 12	 999000	 120	 999000	 999	 1.940138e+02	 783.33	 666.67	 4.00	 43	 0.89	 
MRI_faces_101	 1	 6	 1262.jpg	 1.949946e+02	 24	 999000	 240	 999000	 999	 1.960145e+02	 783.33	 666.67	 42.00	 30	 0.34	 
MRI_faces_101	 1	 6	 1202.jpg	 1.969949e+02	 12	 999000	 120	 999000	 999	 1.980147e+02	 783.33	 666.67	 20.00	 23	 0.60	 
MRI_faces_101	 1	 6	 1127.jpg	 2.009957e+02	 24	 999000	 240	 999000	 999	 2.020154e+02	 783.33	 666.67	 39.00	 14	 0.42	 
MRI_faces_101	 1	 6	 2053.jpg	 2.049962e+02	 12	 999000	 120	 999000	 999	 2.060156e+02	 783.33	 666.67	 5.00	 39	 0.85	 
MRI_faces_101	 1	 6	 2110.jpg	 2.089969e+02	 12	 999000	 120	 999000	 999	 2.100160e+02	 783.33	 666.67	 14.00	 44	 0.69	 
MRI_faces_101	 1	 6	 1130.jpg	 2.119975e+02	 22	 9.368238e+02	 220	 6.672464e+02	 98	 2.130476e+02	 783.33	 683.34	 52.00	 15	 0.22	 
MRI_faces_101	 1	 6	 2041.jpg	 2.139978e+02	 12	 999000	 120	 999000	 999	 2.150154e+02	 783.33	 683.34	 17.00	 36	 0.66	 
MRI_faces_101	 1	 6	 2240.jpg	 2.159981e+02	 11	 1.008379e+03	 1100	 7.838616e+02	 98	 2.170485e+02	 733.33	 683.34	 10.00	 59	 0.75	 
MRI_faces_101	 1	 6	 1210.jpg	 2.179987e+02	 12	 999000	 120	 999000	 999	 2.190160e+02	 733.33	 683.34	 22.00	 25	 0.58	 
MRI_faces_101	 1	 6	 1183.jpg	 2.199915e+02	 24	 999000	 240	 999000	 999	 2.210091e+02	 733.33	 683.34	 40.00	 20	 0.39	 
MRI_faces_101	 1	 6	 1035.jpg	 2.239996e+02	 12	 999000	 120	 999000	 999	 2.250187e+02	 733.33	 683.34	 19.00	 7	 0.64	 
MRI_faces_101	 1	 6	 2006.jpg	 2.259916e+02	 12	 999000	 120	 999000	 999	 2.270107e+02	 733.33	 683.34	 6.00	 31	 0.85	 
MRI_faces_101	 1	 6	 2010.jpg	 2.329917e+02	 24	 999000	 240	 999000	 999	 2.340107e+02	 733.33	 683.34	 46.00	 32	 0.28	 
MRI_faces_101	 1	 6	 2209.jpg	 2.369917e+02	 11	 9.586170e+02	 110	 7.338782e+02	 98	 2.380419e+02	 750.00	 683.34	 12.00	 55	 0.73	 
MRI_faces_101	 1	 6	 2024.jpg	 2.399918e+02	 24	 999000	 240	 999000	 999	 2.410126e+02	 750.00	 683.34	 49.00	 34	 0.25	 
MRI_faces_101	 1	 6	 2155.jpg	 2.439918e+02	 24	 999000	 240	 999000	 999	 2.450094e+02	 750.00	 683.34	 41.00	 51	 0.38	 
