trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0441,RecPlayer.avi,none,none,TRUE
18,17.041,RecPlayer.avi,0.73377,b,TRUE
19,18.042,Water.avi,none,none,TRUE
20,19.042,Opener.avi,none,none,TRUE
21,20.0419,Tire.avi,none,none,TRUE
22,21.042,StopWatch.avi,none,none,TRUE
23,22.0419,Discs.avi,none,none,TRUE
24,23.0419,Toilet.avi,none,none,TRUE
25,24.042,Coffee.avi,none,none,TRUE
26,25.0419,Leaves.avi,none,none,TRUE
27,26.0419,Candle.avi,none,none,TRUE
28,27.0419,Tennis.avi,none,none,TRUE
29,28.0419,Globe.avi,none,none,TRUE
30,29.0419,Globe.avi,none,none,FALSE
31,30.0419,Fan.avi,0.010414,b,FALSE
32,31.0419,Flag.avi,none,none,TRUE
33,32.0487,Tennis.avi,none,none,TRUE
34,33.0674,StopWatch.avi,none,none,TRUE
35,34.0488,Candle.avi,none,none,TRUE
36,35.0489,Candle.avi,0.68734,b,TRUE
37,36.0487,Tire.avi,none,none,TRUE
38,37.0486,Flag.avi,none,none,TRUE
39,38.0488,Globe.avi,none,none,TRUE
40,39.0488,Toilet.avi,none,none,TRUE
41,40.0489,Fan.avi,none,none,TRUE
42,41.0488,Water.avi,none,none,TRUE
43,42.0488,RecPlayer.avi,none,none,TRUE
44,43.0488,Opener.avi,none,none,TRUE
45,44.0488,Opener.avi,0.52266,b,TRUE
46,45.0488,Coffee.avi,none,none,TRUE
47,46.0488,Discs.avi,none,none,TRUE
48,47.0488,Leaves.avi,none,none,TRUE
49,48.0535,MVI_0919_new.avi,none,none,TRUE
50,49.0753,MVI_0935_new.avi,none,none,TRUE
51,50.0671,MVI_0935_new.avi,0.82505,b,TRUE
52,51.0549,MVI_0934_new.avi,none,none,TRUE
53,52.0549,MVI_0931_new.avi,none,none,TRUE
54,53.0549,MVI_0929_new.avi,none,none,TRUE
55,54.0549,MVI_0937_new.avi,none,none,TRUE
56,55.0549,MVI_0937_new.avi,0.79037,b,TRUE
57,56.0544,MVI_0921_new.avi,none,none,TRUE
58,57.0548,MVI_0930_new.avi,none,none,TRUE
59,58.0549,MVI_0936_new.avi,none,none,TRUE
60,59.0549,MVI_0922_new.avi,none,none,TRUE
61,60.0548,MVI_0920_new.avi,none,none,TRUE
62,61.0548,MVI_0932_new.avi,none,none,TRUE
63,62.0539,MVI_0915_new.avi,none,none,TRUE
64,63.0549,MVI_0917_new.avi,none,none,TRUE
65,64.0587,MVI_0919_new.avi,none,none,TRUE
66,65.0814,MVI_0932_new.avi,none,none,TRUE
67,66.06,MVI_0920_new.avi,none,none,TRUE
68,67.0601,MVI_0922_new.avi,none,none,TRUE
69,68.0601,MVI_0934_new.avi,none,none,TRUE
70,69.0597,MVI_0930_new.avi,none,none,TRUE
71,70.0593,MVI_0915_new.avi,none,none,TRUE
72,71.06,MVI_0915_new.avi,0.70124,b,TRUE
73,72.06,MVI_0935_new.avi,none,none,TRUE
74,73.06,MVI_0937_new.avi,none,none,TRUE
75,74.06,MVI_0931_new.avi,none,none,TRUE
76,75.06,MVI_0931_new.avi,0.81679,b,TRUE
77,76.06,MVI_0936_new.avi,none,none,TRUE
78,77.06,MVI_0929_new.avi,none,none,TRUE
79,78.06,MVI_0921_new.avi,none,none,TRUE
