subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_104	 2	 11	 2125.jpg	 2.396017e+00	 24	 999000	 240	 999000	 999	 3.417277e+00	 683.33	 683.34	 40.00	 47	 0.39	 
MRI_faces_104	 2	 11	 1031.jpg	 6.396603e+00	 12	 999000	 120	 999000	 999	 7.413542e+00	 683.33	 683.34	 5.00	 6	 0.83	 
MRI_faces_104	 2	 11	 2209.jpg	 8.397058e+00	 22	 1.018572e+03	 2200	 6.862907e+02	 98	 9.447851e+00	 683.33	 633.34	 48.00	 55	 0.28	 
MRI_faces_104	 2	 11	 1192.jpg	 1.339790e+01	 24	 999000	 240	 999000	 999	 1.441578e+01	 683.33	 633.34	 52.00	 22	 0.25	 
MRI_faces_104	 2	 11	 1173.jpg	 1.539311e+01	 24	 999000	 240	 999000	 999	 1.641512e+01	 683.33	 633.34	 47.00	 19	 0.29	 
MRI_faces_104	 2	 11	 1114.jpg	 1.739307e+01	 12	 999000	 120	 999000	 999	 1.841112e+01	 683.33	 633.34	 19.00	 13	 0.65	 
MRI_faces_104	 2	 11	 1073.jpg	 2.139322e+01	 12	 999000	 120	 999000	 999	 2.241144e+01	 683.33	 633.34	 21.00	 11	 0.58	 
MRI_faces_104	 2	 11	 1183.jpg	 2.339323e+01	 24	 999000	 240	 999000	 999	 2.441147e+01	 683.33	 633.34	 39.00	 20	 0.42	 
MRI_faces_104	 2	 11	 2240.jpg	 2.539317e+01	 24	 999000	 240	 999000	 999	 2.641107e+01	 683.33	 633.34	 55.00	 59	 0.19	 
MRI_faces_104	 2	 11	 1019.jpg	 2.839321e+01	 12	 999000	 120	 999000	 999	 2.940994e+01	 683.33	 633.34	 15.00	 4	 0.69	 
MRI_faces_104	 2	 11	 2015.jpg	 3.039323e+01	 11	 9.462598e+02	 110	 6.860135e+02	 98	 3.143759e+01	 700.00	 633.34	 14.00	 33	 0.71	 
MRI_faces_104	 2	 11	 1146.jpg	 3.439341e+01	 24	 999000	 240	 999000	 999	 3.540988e+01	 700.00	 633.34	 42.00	 17	 0.36	 
