subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_105	 1	 6	 1052.jpg	 1.241536e+02	 24	 999000	 240	 999000	 999	 1.251718e+02	 716.67	 716.67	 56.00	 9	 0.21	 
MRI_faces_105	 1	 6	 2155.jpg	 1.261537e+02	 12	 999000	 120	 999000	 999	 1.271741e+02	 716.67	 716.67	 19.00	 51	 0.64	 
MRI_faces_105	 1	 6	 2209.jpg	 1.291538e+02	 11	 1.008313e+03	 1100	 7.169879e+02	 98	 1.301882e+02	 666.67	 716.67	 7.00	 55	 0.79	 
MRI_faces_105	 1	 6	 2229.jpg	 1.321538e+02	 24	 999000	 240	 999000	 999	 1.331739e+02	 666.67	 716.67	 55.00	 58	 0.22	 
MRI_faces_105	 1	 6	 2024.jpg	 1.341538e+02	 22	 1.088211e+03	 2200	 7.170470e+02	 98	 1.351898e+02	 666.67	 666.67	 47.00	 34	 0.28	 
MRI_faces_105	 1	 6	 2041.jpg	 1.381540e+02	 12	 999000	 120	 999000	 999	 1.391747e+02	 666.67	 666.67	 22.00	 36	 0.62	 
MRI_faces_105	 1	 6	 1114.jpg	 1.431541e+02	 12	 999000	 120	 999000	 999	 1.441708e+02	 666.67	 666.67	 4.00	 13	 0.85	 
MRI_faces_105	 1	 6	 1173.jpg	 1.451545e+02	 24	 999000	 240	 999000	 999	 1.461726e+02	 666.67	 666.67	 42.00	 19	 0.32	 
MRI_faces_105	 1	 6	 1192.jpg	 1.481550e+02	 11	 1.023140e+03	 1100	 6.669771e+02	 98	 1.491915e+02	 616.67	 666.67	 12.00	 22	 0.71	 
MRI_faces_105	 1	 6	 1031.jpg	 1.501553e+02	 12	 999000	 120	 999000	 999	 1.511761e+02	 616.67	 666.67	 21.00	 6	 0.62	 
MRI_faces_105	 1	 6	 2164.jpg	 1.561565e+02	 11	 8.605275e+02	 110	 6.169780e+02	 98	 1.572041e+02	 633.34	 666.67	 15.00	 52	 0.66	 
MRI_faces_105	 1	 6	 2212.jpg	 1.591541e+02	 24	 999000	 240	 999000	 999	 1.601738e+02	 633.34	 666.67	 39.00	 56	 0.37	 
MRI_faces_105	 1	 6	 1035.jpg	 1.641543e+02	 24	 999000	 240	 999000	 999	 1.651748e+02	 633.34	 666.67	 46.00	 7	 0.28	 
MRI_faces_105	 1	 6	 1050.jpg	 1.661543e+02	 22	 9.296869e+02	 220	 6.669844e+02	 98	 1.671930e+02	 633.34	 683.34	 44.00	 8	 0.29	 
MRI_faces_105	 1	 6	 2248.jpg	 1.681543e+02	 24	 999000	 240	 999000	 999	 1.691753e+02	 633.34	 683.34	 49.00	 60	 0.26	 
MRI_faces_105	 1	 6	 1255.jpg	 1.721544e+02	 12	 999000	 120	 999000	 999	 1.731760e+02	 633.34	 683.34	 17.00	 29	 0.64	 
MRI_faces_105	 1	 6	 1060.jpg	 1.741545e+02	 24	 999000	 240	 999000	 999	 1.751806e+02	 633.34	 683.34	 43.00	 10	 0.31	 
MRI_faces_105	 1	 6	 1013.jpg	 1.771544e+02	 12	 999000	 120	 999000	 999	 1.781722e+02	 633.34	 683.34	 20.00	 2	 0.63	 
MRI_faces_105	 1	 6	 2149.jpg	 1.801545e+02	 24	 999000	 240	 999000	 999	 1.811713e+02	 633.34	 683.34	 48.00	 49	 0.27	 
