trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0401,Tire.avi,none,none,TRUE
18,17.0377,Fan.avi,none,none,TRUE
19,18.0376,Globe.avi,none,none,TRUE
20,19.038,Flag.avi,none,none,TRUE
21,20.0376,StopWatch.avi,none,none,TRUE
22,21.038,Opener.avi,none,none,TRUE
23,22.0379,Candle.avi,none,none,TRUE
24,23.0379,Discs.avi,none,none,TRUE
25,24.038,Discs.avi,0.6301,b,TRUE
26,25.0379,Tennis.avi,none,none,TRUE
27,26.038,Coffee.avi,none,none,TRUE
28,27.0375,RecPlayer.avi,none,none,TRUE
29,28.038,Water.avi,none,none,TRUE
30,29.0379,Toilet.avi,none,none,TRUE
31,30.0379,Leaves.avi,none,none,TRUE
32,31.038,Leaves.avi,0.55919,b,TRUE
33,32.0448,Globe.avi,none,none,TRUE
34,33.0644,Tire.avi,none,none,TRUE
35,34.0449,Toilet.avi,none,none,TRUE
36,35.0448,RecPlayer.avi,none,none,TRUE
37,36.0447,RecPlayer.avi,0.55185,b,TRUE
38,37.0448,Discs.avi,none,none,TRUE
39,38.0447,Coffee.avi,none,none,TRUE
40,39.0448,Coffee.avi,0.56157,b,TRUE
41,40.0449,StopWatch.avi,none,none,TRUE
42,41.0448,Water.avi,none,none,TRUE
43,42.0447,Flag.avi,none,none,TRUE
44,43.0448,Fan.avi,none,none,TRUE
45,44.0449,Tennis.avi,none,none,TRUE
46,45.0448,Opener.avi,none,none,TRUE
47,46.0447,Candle.avi,none,none,TRUE
48,47.0448,Leaves.avi,none,none,TRUE
49,48.0504,MVI_0932_new.avi,none,none,TRUE
50,49.0694,MVI_0915_new.avi,none,none,TRUE
51,50.0517,MVI_0915_new.avi,0.69652,b,TRUE
52,51.0517,MVI_0934_new.avi,none,none,TRUE
53,52.0518,MVI_0921_new.avi,none,none,TRUE
54,53.0517,MVI_0930_new.avi,none,none,TRUE
55,54.0515,MVI_0935_new.avi,none,none,TRUE
56,55.0514,MVI_0920_new.avi,none,none,TRUE
57,56.0518,MVI_0920_new.avi,0.63115,b,TRUE
58,57.0517,MVI_0917_new.avi,none,none,TRUE
59,58.0514,MVI_0919_new.avi,none,none,TRUE
60,59.0512,MVI_0922_new.avi,none,none,TRUE
61,60.0517,MVI_0929_new.avi,none,none,TRUE
62,61.0517,MVI_0936_new.avi,none,none,TRUE
63,62.0513,MVI_0937_new.avi,none,none,TRUE
64,63.0517,MVI_0931_new.avi,none,none,TRUE
65,64.0557,MVI_0930_new.avi,none,none,TRUE
66,65.0742,MVI_0915_new.avi,none,none,TRUE
67,66.0571,MVI_0915_new.avi,0.70708,b,TRUE
68,67.057,MVI_0921_new.avi,none,none,TRUE
69,68.057,MVI_0934_new.avi,none,none,TRUE
70,69.057,MVI_0931_new.avi,none,none,TRUE
71,70.057,MVI_0917_new.avi,none,none,TRUE
72,71.0571,MVI_0922_new.avi,none,none,TRUE
73,72.057,MVI_0929_new.avi,none,none,TRUE
74,73.057,MVI_0932_new.avi,none,none,TRUE
75,74.0566,MVI_0920_new.avi,none,none,TRUE
76,75.057,MVI_0935_new.avi,none,none,TRUE
77,76.057,MVI_0935_new.avi,0.73995,b,TRUE
78,77.057,MVI_0936_new.avi,none,none,TRUE
79,78.057,MVI_0937_new.avi,none,none,TRUE
