trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0458,MVI_0915_new.avi,none,none,TRUE
18,17.0428,MVI_0930_new.avi,none,none,TRUE
19,18.0439,MVI_0930_new.avi,0.66412,b,TRUE
20,19.0439,MVI_0936_new.avi,none,none,TRUE
21,20.0439,MVI_0934_new.avi,none,none,TRUE
22,21.044,MVI_0929_new.avi,none,none,TRUE
23,22.0439,MVI_0920_new.avi,none,none,TRUE
24,23.044,MVI_0922_new.avi,none,none,TRUE
25,24.044,MVI_0922_new.avi,0.71029,b,TRUE
26,25.0439,MVI_0917_new.avi,none,none,TRUE
27,26.0439,MVI_0935_new.avi,none,none,TRUE
28,27.0439,MVI_0932_new.avi,none,none,TRUE
29,28.0439,MVI_0937_new.avi,none,none,TRUE
30,29.0439,MVI_0931_new.avi,none,none,TRUE
31,30.0435,MVI_0921_new.avi,none,none,TRUE
32,31.0439,MVI_0919_new.avi,none,none,TRUE
33,32.0509,Candle.avi,none,none,TRUE
34,33.0765,Discs.avi,none,none,TRUE
35,34.0508,Tennis.avi,none,none,TRUE
36,35.0509,Leaves.avi,none,none,TRUE
37,36.0508,RecPlayer.avi,none,none,TRUE
38,37.0509,Water.avi,none,none,TRUE
39,38.0499,Opener.avi,none,none,TRUE
40,39.0509,StopWatch.avi,none,none,TRUE
41,40.0509,Flag.avi,none,none,TRUE
42,41.0509,Globe.avi,none,none,TRUE
43,42.0508,Coffee.avi,none,none,TRUE
44,43.0509,Coffee.avi,0.79446,b,TRUE
45,44.0509,Tire.avi,none,none,TRUE
46,45.0509,Toilet.avi,none,none,TRUE
47,46.0509,Toilet.avi,0.59499,b,TRUE
48,47.0509,Fan.avi,none,none,TRUE
49,48.0556,MVI_0919_new.avi,none,none,TRUE
50,49.0743,MVI_0919_new.avi,0.61669,b,TRUE
51,50.063,MVI_0937_new.avi,none,none,TRUE
52,51.057,MVI_0936_new.avi,none,none,TRUE
53,52.057,MVI_0920_new.avi,none,none,TRUE
54,53.0569,MVI_0932_new.avi,none,none,TRUE
55,54.0569,MVI_0930_new.avi,none,none,TRUE
56,55.057,MVI_0917_new.avi,none,none,TRUE
57,56.0569,MVI_0922_new.avi,none,none,TRUE
58,57.0569,MVI_0935_new.avi,none,none,TRUE
59,58.0569,MVI_0935_new.avi,0.62443,b,TRUE
60,59.0569,MVI_0915_new.avi,none,none,TRUE
61,60.057,MVI_0931_new.avi,none,none,TRUE
62,61.057,MVI_0929_new.avi,none,none,TRUE
63,62.0569,MVI_0934_new.avi,none,none,TRUE
64,63.0569,MVI_0921_new.avi,none,none,TRUE
65,64.0673,Leaves.avi,none,none,TRUE
66,65.0895,Globe.avi,none,none,TRUE
67,66.0631,Opener.avi,none,none,TRUE
68,67.063,Toilet.avi,none,none,TRUE
69,68.063,Coffee.avi,none,none,TRUE
70,69.0626,RecPlayer.avi,none,none,TRUE
71,70.0624,StopWatch.avi,none,none,TRUE
72,71.0631,Water.avi,none,none,TRUE
73,72.062,Candle.avi,none,none,TRUE
74,73.0626,Candle.avi,0.71609,b,TRUE
75,74.063,Fan.avi,none,none,TRUE
76,75.063,Discs.avi,none,none,TRUE
77,76.063,Tennis.avi,none,none,TRUE
78,77.0625,Tire.avi,none,none,TRUE
79,78.062,Flag.avi,none,none,TRUE
