subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
MRI_faces_140	2	40	5220.jpg	0	1	0	5	2.849193e-02	5	1.997024e+00	0	4	2.564678e+00	4	1.276834e+00	
MRI_faces_140	2	23	2118.jpg	8	2	1	1	5.401164e+00	1	1.544348e+00	1	2	7.486807e+00	2	3.410708e+00	
MRI_faces_140	2	2	1013.jpg	6	3	1	2	1.245913e+01	2	4.150384e+00	0	4	1.714770e+01	4	1.237813e+00	
MRI_faces_140	2	32	5057.jpg	0	4	0	5	1.995087e+01	5	1.458645e+00	0	5	2.195311e+01	5	7.844049e-01	
MRI_faces_140	2	3	1019.jpg	45	5	1	1	2.428905e+01	1	1.792463e+00	0	4	2.662496e+01	4	2.224555e+00	
MRI_faces_140	2	20	2063.jpg	14	6	1	1	3.041262e+01	1	1.604899e+00	1	4	3.256495e+01	4	6.052561e+00	
MRI_faces_140	2	11	1191.jpg	47	7	1	1	4.017354e+01	1	1.723968e+00	0	4	4.244275e+01	4	1.966765e+00	
MRI_faces_140	2	55	6221.jpg	0	8	0	5	4.596336e+01	5	1.590147e+00	0	5	4.809912e+01	5	1.142390e+00	
MRI_faces_140	2	36	5144.jpg	0	9	0	1	5.080213e+01	1	2.751390e+00	0	4	5.408912e+01	4	1.904398e+00	
MRI_faces_140	2	52	6201.jpg	0	10	0	5	5.754297e+01	5	2.594541e+00	0	5	6.067981e+01	5	2.113706e+00	
MRI_faces_140	2	39	5207.jpg	0	11	0	5	6.435068e+01	5	1.786837e+00	0	5	6.666982e+01	5	4.596953e-01	
MRI_faces_140	2	7	1127.jpg	49	12	1	1	6.868887e+01	1	5.048647e+00	1	4	7.427846e+01	4	1.195053e+00	
MRI_faces_140	2	14	1246.jpg	56	13	1	1	7.703150e+01	1	1.778008e+00	0	2	7.935075e+01	2	2.458761e+00	
