subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_104	 2	 14	 2058.jpg	 1.241471e+02	 12	 999000	 120	 999000	 999	 1.251638e+02	 716.68	 716.66	 18.00	 40	 0.66	 
MRI_faces_104	 2	 14	 2194.jpg	 1.271471e+02	 24	 999000	 240	 999000	 999	 1.281637e+02	 716.68	 716.66	 56.00	 54	 0.16	 
MRI_faces_104	 2	 14	 2209.jpg	 1.311472e+02	 24	 999000	 240	 999000	 999	 1.321639e+02	 716.68	 716.66	 50.00	 55	 0.22	 
MRI_faces_104	 2	 14	 2155.jpg	 1.341472e+02	 24	 999000	 240	 999000	 999	 1.351639e+02	 716.68	 716.66	 52.00	 51	 0.21	 
MRI_faces_104	 2	 14	 1050.jpg	 1.381473e+02	 12	 999000	 120	 999000	 999	 1.391640e+02	 716.68	 716.66	 21.00	 8	 0.62	 
MRI_faces_104	 2	 14	 1246.jpg	 1.411473e+02	 11	 9.283773e+02	 110	 7.170124e+02	 98	 1.421640e+02	 733.35	 716.66	 9.00	 28	 0.80	 
MRI_faces_104	 2	 14	 2164.jpg	 1.431474e+02	 24	 999000	 240	 999000	 999	 1.441640e+02	 733.35	 716.66	 45.00	 52	 0.33	 
MRI_faces_104	 2	 14	 2181.jpg	 1.461475e+02	 22	 9.722623e+02	 220	 7.169576e+02	 98	 1.471640e+02	 733.35	 733.33	 46.00	 53	 0.30	 
MRI_faces_104	 2	 14	 1130.jpg	 1.491475e+02	 12	 999000	 120	 999000	 999	 1.501641e+02	 733.35	 733.33	 13.00	 15	 0.74	 
MRI_faces_104	 2	 14	 2149.jpg	 1.541475e+02	 24	 999000	 240	 999000	 999	 1.551641e+02	 733.35	 733.33	 55.00	 49	 0.18	 
MRI_faces_104	 2	 14	 2041.jpg	 1.561476e+02	 24	 999000	 240	 999000	 999	 1.571643e+02	 733.35	 733.33	 53.00	 36	 0.20	 
MRI_faces_104	 2	 14	 1031.jpg	 1.581477e+02	 12	 999000	 120	 999000	 999	 1.591644e+02	 733.35	 733.33	 10.00	 6	 0.76	 
MRI_faces_104	 2	 14	 2110.jpg	 1.621478e+02	 11	 9.619876e+02	 110	 7.336094e+02	 98	 1.631646e+02	 750.01	 733.33	 14.00	 44	 0.69	 
MRI_faces_104	 2	 14	 2053.jpg	 1.691490e+02	 22	 9.366995e+02	 220	 7.335991e+02	 98	 1.701659e+02	 750.01	 749.99	 54.00	 39	 0.19	 
MRI_faces_104	 2	 14	 1262.jpg	 1.711478e+02	 22	 9.699138e+02	 220	 7.502623e+02	 98	 1.721662e+02	 750.01	 766.66	 43.00	 30	 0.37	 
