subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_121	 1	 1	 03	 2	 1	 2.022357e+00	 1145.jpg	 2181.jpg	 10	 8	 1	 b	 1	 1	 933.15	 0.72	 0.77	 3.456040e+00	 
MRI_faces_121	 1	 1	 03	 2	 2	 9.023549e+00	 2041.jpg	 2155.jpg	 51	 47	 0	 y	 2	 1	 1437.94	 0.30	 0.34	 1.096546e+01	 
MRI_faces_121	 1	 1	 03	 2	 3	 2.202587e+01	 1146.jpg	 1031.jpg	 14	 7	 0	 y	 1	 1	 786.62	 0.68	 0.78	 2.331566e+01	 
MRI_faces_121	 1	 1	 03	 2	 4	 2.602662e+01	 2155.jpg	 1246.jpg	 47	 43	 1	 y	 2	 0	 944.87	 0.34	 0.38	 2.746561e+01	 
MRI_faces_121	 1	 1	 03	 2	 5	 3.102740e+01	 1146.jpg	 1255.jpg	 14	 13	 0	 y	 1	 1	 1225.10	 0.68	 0.69	 3.274915e+01	 
MRI_faces_121	 1	 1	 03	 2	 6	 3.402797e+01	 1226.jpg	 1246.jpg	 44	 43	 1	 y	 2	 0	 889.51	 0.35	 0.38	 3.541585e+01	 
MRI_faces_121	 1	 1	 03	 2	 7	 3.902882e+01	 2112.jpg	 2045.jpg	 50	 46	 1	 y	 2	 0	 1065.67	 0.30	 0.34	 4.059600e+01	 
MRI_faces_121	 1	 1	 03	 2	 8	 4.301567e+01	 1183.jpg	 2041.jpg	 45	 51	 1	 b	 2	 1	 1209.82	 0.35	 0.30	 4.473248e+01	 
MRI_faces_121	 1	 1	 03	 2	 9	 5.201582e+01	 2043.jpg	 1073.jpg	 15	 17	 1	 y	 1	 0	 821.68	 0.66	 0.61	 5.334936e+01	 
MRI_faces_121	 1	 1	 03	 2	 10	 5.701591e+01	 2089.jpg	 1246.jpg	 53	 43	 1	 y	 2	 0	 697.60	 0.30	 0.38	 5.821608e+01	 
