subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
MRI_faces_128	 2	 11	 1183.jpg	 2.412355e+00	 22	 1.146875e+03	 2200	 7.522563e+02	 98	 3.429566e+00	 683.34	 699.99	 51.00	 20	 0.29	 
MRI_faces_128	 2	 11	 2094.jpg	 6.412281e+00	 24	 999000	 240	 999000	 999	 7.428819e+00	 683.34	 699.99	 39.00	 43	 0.38	 
MRI_faces_128	 2	 11	 1035.jpg	 8.412206e+00	 12	 999000	 120	 999000	 999	 9.428824e+00	 683.34	 699.99	 6.00	 7	 0.78	 
MRI_faces_128	 2	 11	 1080.jpg	 1.341226e+01	 24	 999000	 240	 999000	 999	 1.442895e+01	 683.34	 699.99	 58.00	 12	 0.17	 
MRI_faces_128	 2	 11	 2112.jpg	 1.541230e+01	 11	 9.329405e+02	 110	 6.855999e+02	 98	 1.642905e+01	 700.01	 699.99	 14.00	 45	 0.70	 
MRI_faces_128	 2	 11	 1150.jpg	 1.741242e+01	 22	 9.318770e+02	 220	 7.016491e+02	 98	 1.842907e+01	 700.01	 716.66	 48.00	 18	 0.31	 
MRI_faces_128	 2	 11	 1019.jpg	 2.141241e+01	 12	 999000	 120	 999000	 999	 2.242907e+01	 700.01	 716.66	 4.00	 4	 0.82	 
MRI_faces_128	 2	 11	 2149.jpg	 2.341247e+01	 22	 9.337740e+02	 220	 7.169276e+02	 98	 2.442924e+01	 700.01	 733.32	 43.00	 49	 0.33	 
MRI_faces_128	 2	 11	 2153.jpg	 2.541251e+01	 11	 9.427274e+02	 110	 7.003253e+02	 98	 2.642920e+01	 716.67	 733.32	 8.00	 50	 0.76	 
MRI_faces_128	 2	 11	 2043.jpg	 2.841275e+01	 22	 1.011496e+03	 2200	 7.336459e+02	 98	 2.942986e+01	 716.67	 683.32	 54.00	 37	 0.23	 
MRI_faces_128	 2	 11	 1145.jpg	 3.041253e+01	 12	 4.597109e+02	 12	 999000	 98	 3.142942e+01	 716.67	 683.32	 22.00	 16	 0.62	 
MRI_faces_128	 2	 11	 2006.jpg	 3.441262e+01	 11	 9.256311e+02	 110	 7.170012e+02	 98	 3.542937e+01	 733.34	 683.32	 17.00	 31	 0.67	 
