subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
MRI_faces_102	2	9	1127.jpg	51	1	1	1	2.992595e-02	1	2.726829e+00	1	4	3.300194e+00	4	2.968552e+00	
MRI_faces_102	2	42	5254.jpg	0	2	0	5	7.821933e+00	5	2.174823e+00	0	5	1.054159e+01	5	8.631696e-01	
MRI_faces_102	2	12	1173.jpg	54	3	1	1	1.296098e+01	1	1.507774e+00	1	2	1.501335e+01	2	1.831412e+00	
MRI_faces_102	2	34	5115.jpg	0	4	0	5	1.840055e+01	5	1.268197e+00	0	5	2.020244e+01	5	3.943143e-01	
MRI_faces_102	2	10	1130.jpg	44	5	1	1	2.215463e+01	1	1.002105e+00	0	4	2.368971e+01	4	1.947045e+00	
MRI_faces_102	2	47	6054.jpg	0	6	0	5	2.719361e+01	5	8.351529e-01	0	5	2.856173e+01	5	3.230274e-01	
MRI_faces_102	2	22	2110.jpg	56	7	1	1	3.044729e+01	1	9.414637e-01	0	4	3.193228e+01	4	1.976469e+00	
MRI_faces_102	2	50	6154.jpg	0	8	0	5	3.546950e+01	5	9.672552e-01	0	5	3.697119e+01	5	3.295672e-01	
MRI_faces_102	2	40	5220.jpg	0	9	0	5	3.885671e+01	5	2.684047e+00	0	5	4.207693e+01	5	3.278604e-01	
MRI_faces_102	2	37	5152.jpg	0	10	0	5	4.396237e+01	5	2.378385e+00	0	4	4.688229e+01	4	2.106455e+00	
MRI_faces_102	2	11	1150.jpg	53	11	1	1	5.053633e+01	1	8.924182e-01	0	4	5.197128e+01	4	3.329465e+00	
MRI_faces_102	2	46	6042.jpg	0	12	0	5	5.686016e+01	5	1.144596e+00	0	5	5.854532e+01	5	2.754311e-01	
MRI_faces_102	2	51	6190.jpg	0	13	0	5	6.038072e+01	5	8.879860e-01	0	5	6.179895e+01	5	3.098042e-01	
MRI_faces_102	2	7	1060.jpg	52	14	1	1	6.366777e+01	1	6.569804e-01	0	4	6.486910e+01	4	2.335657e+00	
MRI_faces_102	2	16	1246.jpg	55	15	1	1	6.875683e+01	1	9.279237e-01	0	4	7.022508e+01	4	2.755716e+00	
MRI_faces_102	2	29	5009.jpg	0	16	0	5	7.452984e+01	5	8.909137e-01	0	5	7.596485e+01	5	3.119174e-01	
MRI_faces_102	2	14	1192.jpg	47	17	1	1	7.783360e+01	1	1.395145e+00	0	2	7.976909e+01	2	1.123660e+00	
MRI_faces_102	2	33	5081.jpg	0	18	0	5	8.243875e+01	5	6.540031e-01	0	5	8.362340e+01	5	3.173599e-01	
MRI_faces_102	2	1	1013.jpg	45	19	1	1	8.549223e+01	1	9.285100e-01	0	4	8.696048e+01	4	8.282642e-01	
MRI_faces_102	2	49	6124.jpg	0	20	0	5	8.934652e+01	5	2.042234e+00	0	5	9.193265e+01	5	1.064103e+00	
MRI_faces_102	2	15	1216.jpg	16	21	1	1	9.455229e+01	1	7.244643e-01	1	4	9.582043e+01	4	2.392337e+00	
MRI_faces_102	2	32	5057.jpg	0	22	0	5	9.977482e+01	5	8.299276e-01	0	5	1.011430e+02	5	2.937335e-01	
MRI_faces_102	2	26	2181.jpg	9	23	1	1	1.029951e+02	1	9.376613e-01	1	4	1.044634e+02	4	2.157340e+00	
MRI_faces_102	2	18	2010.jpg	8	24	1	1	1.081843e+02	1	8.924622e-01	1	2	1.096192e+02	2	1.785570e+00	
MRI_faces_102	2	2	1019.jpg	43	25	1	1	1.129562e+02	1	1.528551e+00	1	4	1.150253e+02	4	1.555503e+00	
MRI_faces_102	2	45	6036.jpg	0	26	0	5	1.181287e+02	5	1.740000e+00	0	5	1.203979e+02	5	2.868607e-01	
MRI_faces_102	2	56	6249.jpg	0	27	0	5	1.222332e+02	5	1.347550e+00	0	5	1.241187e+02	5	2.940708e-01	
MRI_faces_102	2	27	2212.jpg	10	28	1	1	1.259708e+02	1	9.219753e-01	0	4	1.274225e+02	4	8.062560e-01	
MRI_faces_102	2	55	6221.jpg	0	29	0	5	1.297918e+02	5	6.929090e-01	0	5	1.310265e+02	5	2.023045e-01	
MRI_faces_102	2	38	5182.jpg	0	30	0	5	1.327784e+02	5	1.330301e+00	0	5	1.346472e+02	5	2.135338e-01	
MRI_faces_102	2	48	6111.jpg	0	31	0	5	1.364158e+02	5	7.329621e-01	0	5	1.376839e+02	5	2.808985e-01	
MRI_faces_102	2	21	2089.jpg	15	32	1	1	1.395193e+02	1	1.565475e+00	0	4	1.416217e+02	4	8.230385e-01	
MRI_faces_102	2	4	1031.jpg	17	33	1	1	1.439910e+02	1	8.137180e-01	1	2	1.453424e+02	2	1.150329e+00	
MRI_faces_102	2	25	2153.jpg	12	34	1	1	1.480454e+02	1	2.807306e+00	0	2	1.513993e+02	2	2.429476e+00	
MRI_faces_102	2	39	5207.jpg	0	35	0	5	1.553870e+02	5	8.737090e-01	0	5	1.568053e+02	5	9.594203e-01	
MRI_faces_102	2	5	1035.jpg	7	36	1	1	1.593249e+02	1	7.998933e-01	0	4	1.606596e+02	4	8.571679e-01	
MRI_faces_102	2	20	2045.jpg	50	37	1	1	1.630791e+02	1	1.173663e+00	0	4	1.647977e+02	4	8.950480e-01	
MRI_faces_102	2	43	6008.jpg	0	38	0	5	1.672504e+02	5	8.263827e-01	0	5	1.686185e+02	5	2.982463e-01	
MRI_faces_102	2	6	1052.jpg	49	39	1	1	1.704706e+02	1	1.846187e+00	1	4	1.728566e+02	4	9.001118e-01	
MRI_faces_102	2	54	6217.jpg	0	40	0	5	1.753094e+02	5	7.353623e-01	0	5	1.765774e+02	5	2.913128e-01	
MRI_faces_102	2	8	1114.jpg	6	41	1	1	1.784295e+02	1	9.592313e-01	0	4	1.799312e+02	4	1.241588e+00	
MRI_faces_102	2	17	1262.jpg	11	42	1	1	1.827344e+02	1	1.014393e+00	1	2	1.842861e+02	2	2.806634e+00	
MRI_faces_102	2	36	5144.jpg	0	43	0	5	1.886410e+02	5	2.075764e+00	0	4	1.912605e+02	4	1.424214e+00	
MRI_faces_102	2	41	5228.jpg	0	44	0	5	1.942473e+02	5	8.614686e-01	0	5	1.956489e+02	5	1.878911e-01	
MRI_faces_102	2	31	5049.jpg	0	45	0	5	1.974008e+02	5	9.159873e-01	0	5	1.988524e+02	5	2.643056e-01	
MRI_faces_102	2	3	1027.jpg	48	46	1	1	2.006711e+02	1	1.701625e+00	1	4	2.029069e+02	4	1.329819e+00	
MRI_faces_102	2	30	5028.jpg	0	47	0	5	2.057935e+02	5	8.592501e-01	0	5	2.071951e+02	5	4.976520e-01	
MRI_faces_102	2	44	6016.jpg	0	48	0	5	2.092475e+02	5	1.933221e+00	0	5	2.117168e+02	5	2.423971e+00	
MRI_faces_102	2	35	5129.jpg	0	49	0	5	2.157046e+02	5	7.481115e-01	0	4	2.169894e+02	4	7.993368e-01	
MRI_faces_102	2	23	2118.jpg	5	50	1	1	2.193420e+02	1	1.006765e+00	0	2	2.208937e+02	2	4.887050e+00	
MRI_faces_102	2	24	2149.jpg	46	51	1	1	2.273343e+02	1	1.086493e+00	1	2	2.289528e+02	2	4.279300e-01	
MRI_faces_102	2	53	6213.jpg	0	52	0	5	2.309384e+02	5	9.144227e-01	0	5	2.323900e+02	5	2.867994e-01	
MRI_faces_102	2	52	6201.jpg	0	53	0	5	2.342254e+02	5	7.393768e-01	0	5	2.355103e+02	5	2.705262e-01	
MRI_faces_102	2	19	2015.jpg	14	54	1	1	2.373288e+02	1	1.099951e+00	1	2	2.389640e+02	2	6.247444e-01	
MRI_faces_102	2	13	1191.jpg	18	55	1	1	2.411498e+02	1	1.886988e+00	0	4	2.435691e+02	4	3.427639e+00	
MRI_faces_102	2	28	2248.jpg	13	56	1	1	2.485580e+02	1	8.467045e-01	0	2	2.499429e+02	2	1.021882e+00	
