subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_111	 1	 1	 04	 2	 1	 2.013382e+00	 2015.jpg	 2063.jpg	 18	 17	 1	 y	 1	 0	 815.97	 0.61	 0.61	 3.331221e+00	 
MRI_faces_111	 1	 1	 04	 2	 2	 5.013525e+00	 2125.jpg	 2149.jpg	 47	 51	 1	 b	 2	 1	 688.81	 0.32	 0.26	 6.213687e+00	 
MRI_faces_111	 1	 1	 04	 2	 3	 8.013456e+00	 1019.jpg	 1173.jpg	 50	 46	 1	 y	 2	 0	 754.85	 0.28	 0.34	 9.280276e+00	 
MRI_faces_111	 1	 1	 04	 2	 4	 1.301358e+01	 1191.jpg	 2181.jpg	 16	 13	 0	 b	 1	 0	 791.78	 0.63	 0.71	 1.431383e+01	 
MRI_faces_111	 1	 1	 04	 2	 5	 1.801361e+01	 2110.jpg	 2041.jpg	 53	 48	 1	 y	 2	 0	 765.73	 0.25	 0.31	 1.928053e+01	 
MRI_faces_111	 1	 1	 04	 2	 6	 2.501468e+01	 2058.jpg	 2240.jpg	 54	 45	 0	 b	 2	 0	 931.64	 0.25	 0.34	 2.644836e+01	 
MRI_faces_111	 1	 1	 04	 2	 7	 2.901539e+01	 2181.jpg	 1202.jpg	 13	 9	 1	 y	 1	 0	 686.95	 0.71	 0.76	 3.019909e+01	 
MRI_faces_111	 1	 1	 04	 2	 8	 3.201769e+01	 2015.jpg	 1031.jpg	 18	 11	 1	 y	 1	 0	 914.62	 0.61	 0.72	 3.343292e+01	 
MRI_faces_111	 1	 1	 04	 2	 9	 3.901715e+01	 2041.jpg	 2240.jpg	 48	 45	 0	 b	 2	 0	 783.18	 0.31	 0.34	 4.030078e+01	 
MRI_faces_111	 1	 1	 04	 2	 10	 4.301783e+01	 2248.jpg	 2164.jpg	 6	 56	 1	 y	 4	 0	 840.52	 0.82	 0.20	 4.436418e+01	 
MRI_faces_111	 1	 1	 04	 2	 11	 4.601840e+01	 2209.jpg	 2094.jpg	 43	 52	 0	 b	 2	 0	 648.92	 0.35	 0.26	 4.716864e+01	 
MRI_faces_111	 1	 1	 04	 2	 12	 5.001896e+01	 2125.jpg	 2209.jpg	 47	 43	 1	 y	 2	 0	 932.38	 0.32	 0.35	 5.145277e+01	 
MRI_faces_111	 1	 1	 04	 2	 13	 5.401968e+01	 1127.jpg	 1035.jpg	 12	 8	 1	 y	 1	 0	 806.69	 0.72	 0.77	 5.533100e+01	 
MRI_faces_111	 1	 1	 04	 2	 14	 5.902063e+01	 1191.jpg	 1130.jpg	 16	 10	 0	 y	 1	 1	 900.70	 0.63	 0.73	 6.042094e+01	 
MRI_faces_111	 1	 1	 04	 2	 15	 6.302135e+01	 2218.jpg	 1173.jpg	 44	 46	 1	 b	 2	 1	 1154.97	 0.35	 0.34	 6.467176e+01	 
MRI_faces_111	 1	 1	 04	 2	 16	 6.702193e+01	 2058.jpg	 2218.jpg	 54	 44	 0	 y	 2	 1	 895.39	 0.25	 0.35	 6.841449e+01	 
MRI_faces_111	 1	 1	 04	 2	 17	 7.002254e+01	 1150.jpg	 2248.jpg	 55	 6	 0	 y	 4	 1	 779.79	 0.23	 0.82	 7.129788e+01	 
MRI_faces_111	 1	 1	 04	 2	 18	 8.002432e+01	 2149.jpg	 2094.jpg	 51	 52	 0	 b	 2	 0	 757.03	 0.26	 0.26	 8.128138e+01	 
MRI_faces_111	 1	 1	 04	 2	 19	 8.402490e+01	 2063.jpg	 1130.jpg	 17	 10	 0	 y	 1	 1	 821.41	 0.61	 0.73	 8.534199e+01	 
MRI_faces_111	 1	 1	 04	 2	 20	 8.701466e+01	 2240.jpg	 1027.jpg	 45	 49	 1	 b	 2	 1	 861.69	 0.34	 0.28	 8.838152e+01	 
MRI_faces_111	 1	 1	 04	 2	 21	 9.001470e+01	 1027.jpg	 2094.jpg	 49	 52	 0	 y	 2	 1	 1026.63	 0.28	 0.26	 9.154815e+01	 
MRI_faces_111	 1	 1	 04	 2	 22	 9.401468e+01	 2153.jpg	 1216.jpg	 14	 7	 0	 b	 1	 0	 844.65	 0.66	 0.79	 9.536494e+01	 
MRI_faces_111	 1	 1	 04	 2	 23	 1.000148e+02	 1052.jpg	 1031.jpg	 15	 11	 1	 b	 1	 1	 877.55	 0.65	 0.72	 1.013984e+02	 
MRI_faces_111	 1	 1	 04	 2	 24	 1.030148e+02	 1216.jpg	 1191.jpg	 7	 16	 1	 y	 1	 0	 984.49	 0.79	 0.63	 1.044983e+02	 
MRI_faces_111	 1	 1	 04	 2	 25	 1.060149e+02	 2181.jpg	 1035.jpg	 13	 8	 1	 y	 1	 0	 843.43	 0.71	 0.77	 1.073651e+02	 
MRI_faces_111	 1	 1	 04	 2	 26	 1.100149e+02	 1202.jpg	 1052.jpg	 9	 15	 0	 b	 1	 0	 807.42	 0.76	 0.65	 1.113318e+02	 
MRI_faces_111	 1	 1	 04	 2	 27	 1.130150e+02	 2015.jpg	 1191.jpg	 18	 16	 1	 b	 1	 1	 910.28	 0.61	 0.63	 1.144319e+02	 
MRI_faces_111	 1	 1	 04	 2	 28	 1.160150e+02	 2209.jpg	 2110.jpg	 43	 53	 0	 b	 2	 0	 695.33	 0.35	 0.25	 1.172151e+02	 
MRI_faces_111	 1	 1	 04	 2	 29	 1.300164e+02	 1202.jpg	 1130.jpg	 9	 10	 0	 b	 1	 0	 851.94	 0.76	 0.73	 1.313667e+02	 
