trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0442,MVI_0935_new.avi,none,none,TRUE
18,17.0453,MVI_0931_new.avi,none,none,TRUE
19,18.0421,MVI_0930_new.avi,none,none,TRUE
20,19.0421,MVI_0919_new.avi,none,none,TRUE
21,20.0421,MVI_0934_new.avi,none,none,TRUE
22,21.0422,MVI_0934_new.avi,0.63108,b,TRUE
23,22.0421,MVI_0937_new.avi,none,none,TRUE
24,23.0422,MVI_0917_new.avi,none,none,TRUE
25,24.0421,MVI_0921_new.avi,none,none,TRUE
26,25.042,MVI_0936_new.avi,none,none,TRUE
27,26.0421,MVI_0929_new.avi,none,none,TRUE
28,27.0422,MVI_0915_new.avi,none,none,TRUE
29,28.0421,MVI_0920_new.avi,none,none,TRUE
30,29.0421,MVI_0932_new.avi,none,none,TRUE
31,30.0421,MVI_0932_new.avi,0.70694,b,TRUE
32,31.042,MVI_0922_new.avi,none,none,TRUE
33,32.049,Water.avi,none,none,TRUE
34,33.0713,Opener.avi,none,none,TRUE
35,34.0491,Fan.avi,none,none,TRUE
36,35.0491,Toilet.avi,none,none,TRUE
37,36.0491,Toilet.avi,0.4631,b,TRUE
38,37.049,Coffee.avi,none,none,TRUE
39,38.0482,Leaves.avi,none,none,TRUE
40,39.0491,StopWatch.avi,none,none,TRUE
41,40.0489,RecPlayer.avi,none,none,TRUE
42,41.0491,RecPlayer.avi,0.66247,b,TRUE
43,42.049,Flag.avi,none,none,TRUE
44,43.0491,Candle.avi,none,none,TRUE
45,44.0487,Discs.avi,none,none,TRUE
46,45.0486,Tennis.avi,none,none,TRUE
47,46.0481,Globe.avi,none,none,TRUE
48,47.0487,Tire.avi,none,none,TRUE
49,48.0539,MVI_0934_new.avi,none,none,TRUE
50,49.076,MVI_0917_new.avi,none,none,TRUE
51,50.0553,MVI_0937_new.avi,none,none,TRUE
52,51.0553,MVI_0915_new.avi,none,none,TRUE
53,52.0553,MVI_0915_new.avi,0.62078,b,TRUE
54,53.0553,MVI_0922_new.avi,none,none,TRUE
55,54.0553,MVI_0921_new.avi,none,none,TRUE
56,55.0552,MVI_0920_new.avi,none,none,TRUE
57,56.0553,MVI_0929_new.avi,none,none,TRUE
58,57.0553,MVI_0929_new.avi,0.54059,b,TRUE
59,58.0553,MVI_0936_new.avi,none,none,TRUE
60,59.0553,MVI_0919_new.avi,none,none,TRUE
61,60.0553,MVI_0931_new.avi,none,none,TRUE
62,61.0552,MVI_0935_new.avi,none,none,TRUE
63,62.0553,MVI_0930_new.avi,none,none,TRUE
64,63.0553,MVI_0932_new.avi,none,none,TRUE
65,64.0603,Toilet.avi,none,none,TRUE
66,65.0836,Water.avi,none,none,TRUE
67,66.0616,Flag.avi,none,none,TRUE
68,67.0617,Globe.avi,none,none,TRUE
69,68.0616,Leaves.avi,none,none,TRUE
70,69.0616,Candle.avi,none,none,TRUE
71,70.0616,Coffee.avi,none,none,TRUE
72,71.0617,RecPlayer.avi,none,none,TRUE
73,72.0616,Tennis.avi,none,none,TRUE
74,73.0616,StopWatch.avi,none,none,TRUE
75,74.0616,StopWatch.avi,0.45143,b,TRUE
76,75.0616,Discs.avi,none,none,TRUE
77,76.0617,Tire.avi,none,none,TRUE
78,77.0616,Opener.avi,none,none,TRUE
