trial,time,stimulus,RT,KeyPressed,Is correct
1,,Fixation,,,
2,,Fixation,,,
3,,Fixation,,,
4,,Fixation,,,
5,,Fixation,,,
6,,Fixation,,,
7,,Fixation,,,
8,,Fixation,,,
9,,Fixation,,,
10,,Fixation,,,
11,,Fixation,,,
12,,Fixation,,,
13,,Fixation,,,
14,,Fixation,,,
15,,Fixation,,,
16,,Fixation,,,
17,16.0439,StopWatch.avi,none,none,TRUE
18,17.0397,Tire.avi,none,none,TRUE
19,18.0418,Water.avi,none,none,TRUE
20,19.0417,Opener.avi,none,none,TRUE
21,20.0418,Flag.avi,none,none,TRUE
22,21.0417,Discs.avi,none,none,TRUE
23,22.0418,Leaves.avi,none,none,TRUE
24,23.0417,Toilet.avi,none,none,TRUE
25,24.0416,Tennis.avi,none,none,TRUE
26,25.0417,Globe.avi,none,none,TRUE
27,26.0417,Fan.avi,none,none,TRUE
28,27.0416,Coffee.avi,none,none,TRUE
29,28.0416,Coffee.avi,0.56718,b,TRUE
30,29.0408,Candle.avi,none,none,TRUE
31,30.0416,RecPlayer.avi,none,none,TRUE
32,31.0417,RecPlayer.avi,0.62508,b,TRUE
33,32.0486,Discs.avi,none,none,TRUE
34,33.0681,Tire.avi,none,none,TRUE
35,34.0486,Opener.avi,none,none,TRUE
36,35.0486,Flag.avi,none,none,TRUE
37,36.0486,StopWatch.avi,none,none,TRUE
38,37.0486,Globe.avi,none,none,TRUE
39,38.0486,Fan.avi,none,none,TRUE
40,39.0487,Fan.avi,0.48913,b,TRUE
41,40.0487,Tennis.avi,none,none,TRUE
42,41.0486,RecPlayer.avi,none,none,TRUE
43,42.0487,RecPlayer.avi,0.71966,b,TRUE
44,43.0486,Coffee.avi,none,none,TRUE
45,44.0487,Candle.avi,none,none,TRUE
46,45.0487,Water.avi,none,none,TRUE
47,46.0487,Toilet.avi,none,none,TRUE
48,47.0487,Leaves.avi,none,none,TRUE
49,48.0533,MVI_0921_new.avi,none,none,TRUE
50,49.0718,MVI_0917_new.avi,none,none,TRUE
51,50.0538,MVI_0932_new.avi,none,none,TRUE
52,51.0548,MVI_0922_new.avi,none,none,TRUE
53,52.0548,MVI_0930_new.avi,none,none,TRUE
54,53.0547,MVI_0915_new.avi,none,none,TRUE
55,54.0548,MVI_0937_new.avi,none,none,TRUE
56,55.0547,MVI_0936_new.avi,none,none,TRUE
57,56.0547,MVI_0920_new.avi,none,none,TRUE
58,57.0547,MVI_0931_new.avi,none,none,TRUE
59,58.0547,MVI_0929_new.avi,none,none,TRUE
60,59.0547,MVI_0929_new.avi,0.66668,b,TRUE
61,60.0547,MVI_0934_new.avi,none,none,TRUE
62,61.0548,MVI_0919_new.avi,none,none,TRUE
63,62.0547,MVI_0935_new.avi,none,none,TRUE
64,63.0548,MVI_0935_new.avi,0.74529,b,TRUE
65,64.0592,MVI_0921_new.avi,none,none,TRUE
66,65.0785,MVI_0936_new.avi,none,none,TRUE
67,66.0673,MVI_0930_new.avi,none,none,TRUE
68,67.0605,MVI_0930_new.avi,0.53947,b,TRUE
69,68.0601,MVI_0915_new.avi,none,none,TRUE
70,69.0606,MVI_0934_new.avi,none,none,TRUE
71,70.0606,MVI_0932_new.avi,none,none,TRUE
72,71.0606,MVI_0929_new.avi,none,none,TRUE
73,72.0606,MVI_0937_new.avi,none,none,TRUE
74,73.0605,MVI_0922_new.avi,none,none,TRUE
75,74.0605,MVI_0919_new.avi,none,none,TRUE
76,75.0594,MVI_0919_new.avi,0.62063,b,TRUE
77,76.0607,MVI_0920_new.avi,none,none,TRUE
78,77.0606,MVI_0917_new.avi,none,none,TRUE
