subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight	ixationTime	
MRI_faces_131	 1	 1	 04	 1	 1	 2.021606e+00	 2209.jpg	 1210.jpg	 15	 14	 1	 b	 1	 1	 785.69	 0.68	 0.69	 3.306024e+00	 
MRI_faces_131	 1	 1	 04	 1	 2	 5.021644e+00	 1013.jpg	 1019.jpg	 44	 43	 1	 b	 2	 1	 859.65	 0.33	 0.33	 6.371687e+00	 
MRI_faces_131	 1	 1	 04	 1	 3	 8.021637e+00	 1035.jpg	 2053.jpg	 46	 45	 0	 b	 2	 0	 882.65	 0.31	 0.32	 9.398328e+00	 
MRI_faces_131	 1	 1	 04	 1	 4	 1.301535e+01	 2153.jpg	 2248.jpg	 7	 8	 1	 y	 1	 0	 937.92	 0.81	 0.81	 1.445522e+01	 
MRI_faces_131	 1	 1	 04	 1	 5	 1.802184e+01	 2248.jpg	 2112.jpg	 8	 13	 0	 b	 1	 0	 804.47	 0.81	 0.69	 1.932196e+01	 
MRI_faces_131	 1	 1	 04	 1	 6	 2.501753e+01	 1017.jpg	 1013.jpg	 49	 44	 0	 y	 2	 1	 1341.77	 0.30	 0.33	 2.685535e+01	 
MRI_faces_131	 1	 1	 04	 1	 7	 2.901823e+01	 2053.jpg	 1216.jpg	 45	 51	 1	 b	 2	 1	 815.09	 0.32	 0.28	 3.033518e+01	 
MRI_faces_131	 1	 1	 04	 1	 8	 3.201877e+01	 2045.jpg	 1019.jpg	 52	 43	 1	 y	 2	 0	 779.53	 0.27	 0.33	 3.328882e+01	 
MRI_faces_131	 1	 1	 04	 1	 9	 3.901991e+01	 2010.jpg	 2006.jpg	 9	 10	 0	 y	 1	 1	 863.36	 0.78	 0.73	 4.037227e+01	 
MRI_faces_131	 1	 1	 04	 1	 10	 4.302065e+01	 1216.jpg	 1080.jpg	 51	 50	 0	 y	 2	 1	 606.68	 0.28	 0.29	 4.412231e+01	 
MRI_faces_131	 1	 1	 04	 1	 11	 4.602220e+01	 2045.jpg	 1017.jpg	 52	 49	 1	 y	 2	 0	 712.08	 0.27	 0.30	 4.722237e+01	 
MRI_faces_131	 1	 1	 04	 1	 12	 5.000733e+01	 1013.jpg	 1150.jpg	 44	 54	 1	 y	 2	 0	 698.94	 0.33	 0.24	 5.120580e+01	 
MRI_faces_131	 1	 1	 04	 1	 13	 5.400788e+01	 2112.jpg	 2010.jpg	 13	 9	 1	 y	 1	 0	 765.43	 0.69	 0.78	 5.527300e+01	 
MRI_faces_131	 1	 1	 04	 1	 14	 5.900681e+01	 1202.jpg	 2209.jpg	 11	 15	 0	 y	 1	 1	 874.47	 0.72	 0.68	 6.039052e+01	 
MRI_faces_131	 1	 1	 04	 1	 15	 6.300760e+01	 1183.jpg	 1035.jpg	 53	 46	 1	 b	 2	 1	 922.69	 0.26	 0.31	 6.444119e+01	 
MRI_faces_131	 1	 1	 04	 1	 16	 6.700825e+01	 2063.jpg	 2006.jpg	 17	 10	 0	 y	 1	 1	 761.04	 0.67	 0.73	 6.827517e+01	 
MRI_faces_131	 1	 1	 04	 1	 17	 7.000869e+01	 1019.jpg	 1080.jpg	 43	 50	 0	 b	 2	 0	 741.59	 0.33	 0.29	 7.125908e+01	 
MRI_faces_131	 1	 1	 04	 1	 18	 8.001053e+01	 2006.jpg	 2058.jpg	 10	 16	 1	 y	 1	 0	 752.72	 0.73	 0.67	 8.127287e+01	 
MRI_faces_131	 1	 1	 04	 1	 19	 8.401115e+01	 2248.jpg	 2209.jpg	 8	 15	 0	 y	 1	 1	 762.13	 0.81	 0.68	 8.527814e+01	 
MRI_faces_131	 1	 1	 04	 1	 20	 8.701164e+01	 2112.jpg	 1202.jpg	 13	 11	 1	 b	 1	 1	 1007.66	 0.69	 0.72	 8.852888e+01	 
MRI_faces_131	 1	 1	 04	 1	 21	 9.001227e+01	 2194.jpg	 2094.jpg	 56	 6	 0	 y	 4	 1	 771.01	 0.20	 0.85	 9.128963e+01	 
MRI_faces_131	 1	 1	 04	 1	 22	 9.402293e+01	 1210.jpg	 2089.jpg	 14	 12	 0	 b	 1	 0	 808.37	 0.69	 0.70	 9.532995e+01	 
MRI_faces_131	 1	 1	 04	 1	 23	 1.000230e+02	 2209.jpg	 2058.jpg	 15	 16	 1	 y	 1	 0	 540.28	 0.68	 0.67	 1.010565e+02	 
MRI_faces_131	 1	 1	 04	 1	 24	 1.030144e+02	 1150.jpg	 2053.jpg	 54	 45	 0	 y	 2	 1	 598.86	 0.24	 0.32	 1.041149e+02	 
MRI_faces_131	 1	 1	 04	 1	 25	 1.060231e+02	 1150.jpg	 2045.jpg	 54	 52	 0	 y	 2	 1	 444.15	 0.24	 0.27	 1.069653e+02	 
MRI_faces_131	 1	 1	 04	 1	 26	 1.100158e+02	 1017.jpg	 1080.jpg	 49	 50	 0	 b	 2	 0	 674.49	 0.30	 0.29	 1.111900e+02	 
MRI_faces_131	 1	 1	 04	 1	 27	 1.130162e+02	 2112.jpg	 2063.jpg	 13	 17	 1	 y	 1	 0	 777.04	 0.69	 0.67	 1.142900e+02	 
MRI_faces_131	 1	 1	 04	 1	 28	 1.160233e+02	 2006.jpg	 1210.jpg	 10	 14	 1	 y	 1	 0	 781.04	 0.73	 0.69	 1.173004e+02	 
MRI_faces_131	 1	 1	 04	 1	 29	 1.300234e+02	 2089.jpg	 2063.jpg	 12	 17	 1	 y	 1	 0	 635.94	 0.70	 0.67	 1.311569e+02	 
MRI_faces_131	 1	 1	 04	 1	 30	 1.400235e+02	 2209.jpg	 2010.jpg	 15	 9	 1	 y	 1	 0	 709.83	 0.68	 0.78	 1.412236e+02	 
MRI_faces_131	 1	 1	 04	 1	 31	 1.460236e+02	 2063.jpg	 2153.jpg	 17	 7	 0	 y	 1	 1	 625.71	 0.67	 0.81	 1.471405e+02	 
MRI_faces_131	 1	 1	 04	 1	 32	 1.500237e+02	 1216.jpg	 1183.jpg	 51	 53	 0	 b	 2	 0	 699.63	 0.28	 0.26	 1.512072e+02	 
MRI_faces_131	 1	 1	 04	 1	 33	 1.560238e+02	 1080.jpg	 1035.jpg	 50	 46	 1	 y	 2	 0	 759.48	 0.29	 0.31	 1.572741e+02	 
MRI_faces_131	 1	 1	 04	 1	 34	 1.600245e+02	 2053.jpg	 1017.jpg	 45	 49	 1	 y	 2	 0	 756.77	 0.32	 0.30	 1.612748e+02	 
MRI_faces_131	 1	 1	 04	 1	 35	 1.660113e+02	 1183.jpg	 1019.jpg	 53	 43	 1	 y	 2	 0	 749.01	 0.26	 0.33	 1.672591e+02	 
MRI_faces_131	 1	 1	 04	 1	 36	 1.780110e+02	 1210.jpg	 2112.jpg	 14	 13	 0	 y	 1	 1	 780.28	 0.69	 0.69	 1.792946e+02	 
MRI_faces_131	 1	 1	 04	 1	 37	 1.810114e+02	 2194.jpg	 2212.jpg	 56	 5	 0	 y	 4	 1	 743.93	 0.20	 0.86	 1.822617e+02	 
MRI_faces_131	 1	 1	 04	 1	 38	 1.880243e+02	 1035.jpg	 1052.jpg	 46	 47	 0	 b	 2	 0	 920.99	 0.31	 0.31	 1.894410e+02	 
