subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
MRI_faces_121	1	32	5057.jpg	0	1	0	5	2.989985e-02	5	2.230685e+00	0	5	2.799675e+00	5	5.329097e-01	
MRI_faces_121	1	30	5028.jpg	0	2	0	5	4.885355e+00	5	1.071244e+00	0	5	6.487121e+00	5	3.814711e-01	
MRI_faces_121	1	27	2194.jpg	49	3	1	1	8.422659e+00	1	9.259259e-01	0	5	9.891000e+00	5	3.536301e-01	
MRI_faces_121	1	14	1262.jpg	18	4	1	1	1.179307e+01	1	1.211518e+00	1	5	1.354502e+01	5	6.995666e-01	
MRI_faces_121	1	8	1183.jpg	45	5	1	1	1.579759e+01	1	1.630996e+00	1	5	1.796681e+01	5	3.017788e-01	
MRI_faces_121	1	35	5129.jpg	0	6	0	5	1.981872e+01	5	1.865862e+00	0	5	2.222148e+01	5	4.231147e-01	
MRI_faces_121	1	33	5081.jpg	0	7	0	5	2.419029e+01	5	1.030296e+00	0	5	2.575881e+01	5	3.817668e-01	
MRI_faces_121	1	23	2153.jpg	6	8	1	1	2.769425e+01	1	1.206339e+00	0	5	2.942948e+01	5	3.031089e-01	
MRI_faces_121	1	2	1035.jpg	5	9	1	1	3.128158e+01	1	1.003042e+00	0	5	3.281674e+01	5	4.678475e-01	
MRI_faces_121	1	7	1150.jpg	55	10	1	1	3.483562e+01	1	1.280963e+00	0	5	3.665433e+01	5	2.862582e-01	
MRI_faces_121	1	18	2045.jpg	46	11	1	1	3.848971e+01	1	1.170876e+00	0	5	4.019157e+01	5	2.850128e-01	
MRI_faces_121	1	53	6213.jpg	0	12	0	5	4.202700e+01	5	8.495880e-01	0	5	4.341195e+01	5	3.126374e-01	
MRI_faces_121	1	39	5207.jpg	0	13	0	4	4.528066e+01	4	2.987924e+00	0	5	4.880128e+01	5	3.553427e-01	
MRI_faces_121	1	40	5220.jpg	0	14	0	5	5.070340e+01	5	9.731854e-01	0	5	5.222183e+01	5	4.147552e-01	
MRI_faces_121	1	48	6111.jpg	0	15	0	5	5.419070e+01	5	9.098885e-01	0	5	5.564228e+01	5	2.903070e-01	
MRI_faces_121	1	26	2181.jpg	8	16	1	1	5.749439e+01	1	9.421900e-01	0	5	5.897939e+01	5	4.411957e-01	
MRI_faces_121	1	36	5144.jpg	0	17	0	1	6.098166e+01	1	1.310925e+00	0	5	6.283341e+01	5	5.631749e-01	
MRI_faces_121	1	45	6036.jpg	0	18	0	5	6.495278e+01	5	1.595806e+00	0	5	6.708846e+01	5	4.441261e-01	
MRI_faces_121	1	21	2110.jpg	11	19	1	1	6.909067e+01	1	1.281915e+00	0	5	7.090941e+01	5	3.831851e-01	
MRI_faces_121	1	34	5115.jpg	0	20	0	5	7.284490e+01	5	1.239688e+00	0	5	7.461360e+01	5	3.189872e-01	
MRI_faces_121	1	37	5152.jpg	0	21	0	5	7.648231e+01	5	1.738279e+00	0	5	7.875154e+01	5	3.810424e-01	
MRI_faces_121	1	51	6190.jpg	0	22	0	5	8.068706e+01	5	1.005548e+00	0	5	8.222207e+01	5	2.865257e-01	
MRI_faces_121	1	4	1073.jpg	17	23	1	1	8.405753e+01	1	8.350578e-01	0	5	8.542573e+01	5	3.148606e-01	
MRI_faces_121	1	50	6154.jpg	0	24	0	5	8.729446e+01	5	9.181298e-01	0	5	8.874611e+01	5	3.864769e-01	
MRI_faces_121	1	52	6201.jpg	0	25	0	5	9.068160e+01	5	7.949858e-01	0	5	9.201649e+01	5	3.321037e-01	
MRI_faces_121	1	20	2089.jpg	53	26	1	1	9.390193e+01	1	8.306581e-01	1	5	9.527015e+01	5	2.704390e-01	
MRI_faces_121	1	31	5049.jpg	0	27	0	5	9.708882e+01	5	8.357655e-01	0	5	9.845699e+01	5	3.316009e-01	
MRI_faces_121	1	41	5228.jpg	0	28	0	5	1.003425e+02	5	6.620771e-01	0	5	1.015438e+02	5	3.727686e-01	
MRI_faces_121	1	55	6221.jpg	0	29	0	5	1.034793e+02	5	9.892624e-01	0	5	1.049975e+02	5	6.470536e-01	
MRI_faces_121	1	24	2155.jpg	47	30	1	1	1.072002e+02	1	9.724073e-01	1	5	1.087018e+02	5	3.347586e-01	
MRI_faces_121	1	16	2041.jpg	51	31	1	1	1.105873e+02	1	8.492775e-01	0	5	1.119722e+02	5	3.363681e-01	
MRI_faces_121	1	28	2229.jpg	12	32	1	1	1.138576e+02	1	6.989758e-01	1	5	1.150924e+02	5	3.522037e-01	
MRI_faces_121	1	49	6124.jpg	0	33	0	5	1.169944e+02	5	7.701501e-01	0	5	1.182960e+02	5	5.246024e-01	
MRI_faces_121	1	10	1204.jpg	56	34	1	4	1.203816e+02	4	2.438966e+00	0	5	1.233516e+02	5	9.489566e-01	
MRI_faces_121	1	11	1226.jpg	44	35	1	1	1.258546e+02	1	9.260213e-01	1	5	1.273228e+02	5	3.458009e-01	
MRI_faces_121	1	42	5254.jpg	0	36	0	5	1.292249e+02	5	1.235715e+00	0	5	1.309936e+02	5	3.790020e-01	
MRI_faces_121	1	47	6054.jpg	0	37	0	5	1.329290e+02	5	6.755696e-01	0	5	1.341470e+02	5	3.215415e-01	
MRI_faces_121	1	54	6217.jpg	0	38	0	5	1.360160e+02	5	1.508601e+00	0	5	1.380682e+02	5	1.072377e+00	
MRI_faces_121	1	19	2058.jpg	52	39	1	1	1.406878e+02	1	1.092832e+00	1	5	1.423229e+02	5	7.056535e-01	
