subjectID	order	itemIndABC	stimName	bidInd	runtrial	isOld?	subjectAnswerIsOld	onsettime_isOld	resp_isOld	RT_isOld	isGo?	subjectAnswerIsGo	onsettime_isGo	resp_isGo	RT_isGo
MRI_faces_138	2	9	1146.jpg	48	1	1	1	2.744050e-02	1	3.228058e+00	1	3	3.798323e+00	3	4.233169e+00	
MRI_faces_138	2	36	5144.jpg	0	2	0	4	9.588240e+00	4	5.843251e+00	0	4	1.597861e+01	4	1.812880e+00	
MRI_faces_138	2	30	5028.jpg	0	3	0	5	1.934899e+01	5	3.114503e+00	0	5	2.300314e+01	5	1.508361e+00	
MRI_faces_138	2	25	2125.jpg	9	4	1	1	2.607326e+01	1	1.638235e+00	1	3	2.824239e+01	3	1.325105e+00	
MRI_faces_138	2	7	1114.jpg	17	5	1	1	3.112890e+01	1	1.246590e+00	1	2	3.291426e+01	2	4.621235e+00	
MRI_faces_138	2	53	6213.jpg	0	6	0	5	3.908789e+01	5	3.471607e+00	0	5	4.309230e+01	5	2.571190e+00	
MRI_faces_138	2	26	2181.jpg	5	7	1	1	4.721368e+01	1	1.329821e+00	0	3	4.908235e+01	3	1.549143e+00	
MRI_faces_138	2	38	5182.jpg	0	8	0	5	5.218589e+01	5	1.933609e+00	0	5	5.465535e+01	5	5.121424e-01	
MRI_faces_138	2	23	2089.jpg	14	9	1	1	5.672426e+01	1	1.387229e+00	1	2	5.865975e+01	2	2.171744e+00	
MRI_faces_138	2	56	6249.jpg	0	10	0	5	6.239713e+01	5	1.922361e+00	0	5	6.486681e+01	5	8.447011e-01	
MRI_faces_138	2	15	1246.jpg	54	11	1	1	6.726941e+01	1	1.378083e+00	1	4	6.918823e+01	4	3.923256e+00	
MRI_faces_138	2	8	1127.jpg	43	12	1	1	7.466107e+01	1	2.114425e+00	1	3	7.731404e+01	3	3.573455e+00	
MRI_faces_138	2	48	6111.jpg	0	13	0	5	8.245312e+01	5	3.690377e+00	0	5	8.667451e+01	5	4.689795e-01	
MRI_faces_138	2	3	1019.jpg	49	14	1	1	8.869341e+01	1	2.482081e+00	1	3	9.171354e+01	3	2.485953e+00	
MRI_faces_138	2	10	1150.jpg	44	15	1	1	9.575135e+01	1	9.761524e-01	0	3	9.726978e+01	3	2.241748e+00	
MRI_faces_138	2	1	1007.jpg	50	16	1	1	1.010741e+02	1	1.077434e+00	0	2	1.026925e+02	2	2.771004e+00	
MRI_faces_138	2	31	5049.jpg	0	17	0	5	1.070307e+02	5	2.120829e+00	0	5	1.096837e+02	5	1.011755e+00	
MRI_faces_138	2	39	5207.jpg	0	18	0	5	1.122533e+02	5	2.178249e+00	0	5	1.149729e+02	5	1.658564e+00	
MRI_faces_138	2	13	1202.jpg	46	19	1	1	1.181932e+02	1	1.678288e+00	1	3	1.204124e+02	3	3.115049e+00	
MRI_faces_138	2	54	6217.jpg	0	20	0	5	1.250843e+02	5	1.835177e+00	0	5	1.274536e+02	5	2.225884e+00	
MRI_faces_138	2	41	5228.jpg	0	21	0	5	1.312412e+02	5	1.038289e+00	0	5	1.328263e+02	5	3.732349e-01	
MRI_faces_138	2	37	5152.jpg	0	22	0	5	1.347618e+02	5	2.933724e+00	0	5	1.382324e+02	5	7.431226e-01	
MRI_faces_138	2	40	5220.jpg	0	23	0	5	1.405349e+02	5	8.565506e-01	0	5	1.419365e+02	5	4.070174e-01	
MRI_faces_138	2	46	6042.jpg	0	24	0	4	1.439055e+02	4	4.486022e+00	0	4	1.489277e+02	4	1.783813e+00	
MRI_faces_138	2	24	2112.jpg	8	25	1	1	1.522648e+02	1	1.310687e+00	1	2	1.541168e+02	2	3.146656e+00	
MRI_faces_138	2	42	5254.jpg	0	26	0	5	1.588222e+02	5	1.529307e+00	0	5	1.608912e+02	5	5.163259e-01	
MRI_faces_138	2	14	1216.jpg	45	27	1	1	1.629601e+02	1	1.159405e+00	0	3	1.646620e+02	3	1.209501e+00	
MRI_faces_138	2	35	5129.jpg	0	28	0	5	1.674318e+02	5	1.527674e+00	0	5	1.695008e+02	5	4.427114e-01	
MRI_faces_138	2	50	6154.jpg	0	29	0	4	1.715031e+02	4	4.808404e+00	0	4	1.768591e+02	4	7.564155e-01	
MRI_faces_138	2	45	6036.jpg	0	30	0	5	1.791783e+02	5	6.053191e+00	0	5	1.857690e+02	5	3.104822e-01	
MRI_faces_138	2	55	6221.jpg	0	31	0	5	1.876377e+02	5	8.977489e-01	0	5	1.890728e+02	5	3.747164e-01	
MRI_faces_138	2	6	1035.jpg	13	32	1	1	1.910083e+02	1	1.151198e+00	0	2	1.926934e+02	2	2.290048e+00	
MRI_faces_138	2	28	2218.jpg	16	33	1	1	1.965311e+02	1	2.836343e+00	1	2	1.999015e+02	2	3.721966e+00	
MRI_faces_138	2	43	6008.jpg	0	34	0	5	2.051741e+02	5	1.569390e+00	0	5	2.072764e+02	5	7.310551e-01	
MRI_faces_138	2	47	6054.jpg	0	35	0	5	2.095623e+02	5	1.917155e+00	0	5	2.120151e+02	5	1.736338e+00	
MRI_faces_138	2	27	2212.jpg	6	36	1	1	2.153022e+02	1	1.137346e+00	0	3	2.169707e+02	3	1.156814e+00	
MRI_faces_138	2	19	2039.jpg	15	37	1	1	2.196904e+02	1	9.331271e-01	0	2	2.211587e+02	2	1.464792e+00	
MRI_faces_138	2	21	2058.jpg	47	38	1	1	2.241788e+02	1	2.164661e+00	0	3	2.268818e+02	3	2.005689e+00	
MRI_faces_138	2	4	1027.jpg	52	39	1	1	2.304357e+02	1	8.037481e-01	0	3	2.317706e+02	3	1.236906e+00	
MRI_faces_138	2	12	1192.jpg	53	40	1	1	2.345571e+02	1	9.224493e-01	0	2	2.360254e+02	2	1.958103e+00	
MRI_faces_138	2	5	1031.jpg	10	41	1	1	2.395460e+02	1	8.294434e-01	0	2	2.409142e+02	2	2.629275e+00	
MRI_faces_138	2	29	5009.jpg	0	42	0	5	2.451023e+02	5	2.185181e+00	0	5	2.478220e+02	5	3.774612e-01	
MRI_faces_138	2	20	2053.jpg	12	43	1	1	2.497575e+02	1	1.394015e+00	0	3	2.516930e+02	3	2.586485e+00	
MRI_faces_138	2	11	1173.jpg	55	44	1	1	2.558310e+02	1	2.664517e+00	0	4	2.590345e+02	4	4.932946e+00	
MRI_faces_138	2	51	6190.jpg	0	45	0	5	2.655252e+02	5	2.218244e+00	0	5	2.682782e+02	5	4.012446e-01	
MRI_faces_138	2	52	6201.jpg	0	46	0	5	2.702305e+02	5	1.176994e+00	0	5	2.719490e+02	5	2.984562e-01	
MRI_faces_138	2	2	1013.jpg	56	47	1	1	2.738011e+02	1	1.206396e+00	0	3	2.755530e+02	3	1.846450e+00	
MRI_faces_138	2	44	6016.jpg	0	48	0	5	2.789569e+02	5	1.434598e+00	0	5	2.809258e+02	5	3.616565e-01	
MRI_faces_138	2	32	5057.jpg	0	49	0	5	2.828447e+02	5	9.628222e-01	0	5	2.843462e+02	5	2.357265e+00	
MRI_faces_138	2	33	5081.jpg	0	50	0	5	2.882673e+02	5	1.044170e+00	0	5	2.898525e+02	5	5.869960e-01	
MRI_faces_138	2	22	2063.jpg	11	51	1	1	2.919882e+02	1	1.307325e+00	1	3	2.938403e+02	3	1.815227e+00	
MRI_faces_138	2	49	6124.jpg	0	52	0	3	2.972108e+02	3	6.412709e+00	0	3	3.041685e+02	3	1.023006e+00	
MRI_faces_138	2	34	5115.jpg	0	53	0	5	3.067548e+02	5	1.652682e+00	0	5	3.089405e+02	5	1.338992e+00	
MRI_faces_138	2	16	1262.jpg	51	54	1	1	3.118438e+02	1	1.259714e+00	1	4	3.136459e+02	4	3.881622e+00	
MRI_faces_138	2	18	2015.jpg	18	55	1	1	3.190853e+02	1	1.218231e+00	0	3	3.208372e+02	3	1.354275e+00	
MRI_faces_138	2	17	2006.jpg	7	56	1	1	3.237405e+02	1	9.710024e-01	0	3	3.252588e+02	3	1.316680e+00	
